"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YBX3",2.14433388706778,5.47181744813536,14.6243555843101,1.38823984160705e-29,8.46914501591328e-28,56.5329102341808
"TRMT2A",1.1015832662136,4.03519055309086,14.6224077729868,1.40366466473515e-29,8.55237917300306e-28,56.5218801005343
"GZMB",2.33712804686063,2.77840093050239,14.6213270501334,1.4122969844803e-29,8.59406879833565e-28,56.5157599977605
"TP53",1.47342976614007,4.01730252448445,14.6106741209001,1.50028928266776e-29,9.11308275677978e-28,56.4554271213368
"LDHD",-2.86556386500002,4.04292156382287,-14.6105454829797,1.50138474977356e-29,9.11308275677978e-28,56.4546985177892
"JAG2",2.21786721900759,2.46459096805389,14.6088695486898,1.51573035049601e-29,9.1885411095978e-28,56.4452059109865
"BBC3",1.88665483009155,2.41809284941378,14.6044375387796,1.55433323429373e-29,9.4106743057895e-28,56.4201014835295
"PDE1B",1.80865384724708,2.00787575949707,14.5952127744775,1.63787223722036e-29,9.90397000672846e-28,56.3678435795096
"C1QC",3.15518934885569,7.16651489788501,14.588062905715,1.70570657835532e-29,1.03011804075466e-27,56.3273346114952
"SLC15A2",-1.84115840124802,1.81917900167039,-14.5809876142343,1.77560675712177e-29,1.07098532189611e-27,56.2872436603436
"PLXND1",2.5657803669426,4.36238855053867,14.5797320509833,1.78830788531075e-29,1.07729282546474e-27,56.2801287532433
"PFKFB2",-2.10101212071187,2.4432445066551,-14.5756518328626,1.83021542531899e-29,1.1011566792032e-27,56.2570063841729
"PTPN6",1.40252201974884,4.15650948114169,14.573619122083,1.85145932786508e-29,1.11220139121723e-27,56.2454865691582
"DIRAS2",3.14439417298146,2.78845032949458,14.573453064724,1.85320568394107e-29,1.11220139121723e-27,56.2445454695786
"APOBEC3C",2.62705188172513,4.29225803939255,14.57044006209,1.8851806372333e-29,1.12856973509782e-27,56.2274694022357
"IL15RA",2.00360565226193,3.10017858484334,14.5693932644278,1.89641860816966e-29,1.1338835643268e-27,56.2215365299427
"SIGLEC8",2.35490483207491,1.71817295170069,14.5656925668776,1.93668901928225e-29,1.15652130838034e-27,56.2005615234422
"BTBD16",1.96629843002378,1.5569699953354,14.5614910586789,1.98344971195768e-29,1.1829737586399e-27,56.1767465135508
"TUBB2B",-1.76944592993492,3.0843916825263,-14.5479883495032,2.14153323546852e-29,1.27567361912301e-27,56.1001997293643
"FCGR3A",3.57966756908831,5.50948388355641,14.5382853642258,2.26287768034807e-29,1.34461984144643e-27,56.0451835370788
"RNF149",1.74915787718104,4.9278087701159,14.5359067341163,2.29366230425387e-29,1.36122762115991e-27,56.0316953623372
"PSMB9",2.50893035778979,4.89728569708039,14.5301881527921,2.36940275541232e-29,1.40444154435625e-27,55.9992657249263
"RASD2",2.35709137805227,2.05823354091175,14.5255399482385,2.43281067488911e-29,1.43951318415815e-27,55.9729039757897
"EHF",-2.07371682317506,0.971768621286234,-14.5254128744509,2.43456782791057e-29,1.43951318415815e-27,55.9721832647621
"CASP17P",1.98863008114589,2.02471829885322,14.520158325482,2.50835209999841e-29,1.47949632708997e-27,55.942380340338
"CR2",-2.16668782064135,0.844065444155762,-14.5158168889115,2.57100340203487e-29,1.51458914525765e-27,55.9177545936764
"INPP5D",2.0386111942397,2.966954141429,14.5100604868788,2.65650052929043e-29,1.56112488876734e-27,55.8851002292374
"DANCR",-1.49548217112919,4.87087863636084,-14.5051981940761,2.73093546528388e-29,1.60094839510635e-27,55.8575156020804
"CD40",2.23175250417569,3.74263432374252,14.4960984786473,2.8759055327319e-29,1.68182675319761e-27,55.8058857423387
"TNFAIP8L2",2.28577159635306,3.28485411738357,14.4948207100078,2.89687076529532e-29,1.69202626743746e-27,55.7986353694315
"PIK3R5",2.13634908488818,2.25414343426275,14.4900866005295,2.9758912514253e-29,1.73606914657875e-27,55.7717716179685
"SLC22A13",-2.75796354391166,1.78868893116163,-14.4783905236933,3.18051149212e-29,1.85094203345049e-27,55.705393668754
"PDIA5",2.11263508345739,5.00191888378475,14.476113006014,3.22196801971011e-29,1.87279816661407e-27,55.6924668309515
"DTL",1.46725378813571,1.17787206870232,14.475445153322,3.23422704330496e-29,1.87765065058232e-27,55.6886761162152
"XYLT2",1.25635979357197,4.24266670908819,14.4696448237897,3.34268373709625e-29,1.93827212059741e-27,55.6557519509465
"LTB4R",1.70382003907038,2.19651168909233,14.4663246429962,3.40639933584801e-29,1.97283528242141e-27,55.6369044233049
"PRLR",-2.38823465408969,1.86548458267065,-14.4583946466303,3.56355118344053e-29,2.06136408938972e-27,55.5918846524895
"DPP6",-1.21069050422462,0.558001309225374,-14.4575306217321,3.58110724714703e-29,2.06902672864047e-27,55.5869791224434
"CPNE6",-2.08104635080752,0.730744879798658,-14.4564535000092,3.60311471374925e-29,2.07923970716982e-27,55.5808636368133
"CGA",-1.08456288145962,0.401635806101492,-14.4544767316517,3.64385696449697e-29,2.10022641752015e-27,55.569640037808
"NRSN2",1.13632523729155,5.17724439803616,14.4200914669286,4.43126456017312e-29,2.55100568420902e-27,55.3743546321018
"WT1",-2.35079886136948,1.51870117575027,-14.4031781417004,4.87907320816559e-29,2.80543787868798e-27,55.2782605860548
"STAMBPL1",2.07548719161665,2.23637176549134,14.4011524286932,4.93566437843141e-29,2.83458275283791e-27,55.2667497221061
"KLK5",-1.00799841167518,0.372183328686369,-14.3921680341125,5.19469601791679e-29,2.97622607651815e-27,55.2156927459169
"PHYHIP",-1.25457724445003,1.09852124133757,-14.3910716500345,5.2272254616891e-29,2.99129378863668e-27,55.2094616825403
"MCM5",1.80092213566604,3.57432937279696,14.3854168087958,5.39827519806092e-29,3.08549986677739e-27,55.1773219650076
"TROAP",1.05703361886993,0.856268409310359,14.3835886211938,5.45476674118138e-29,3.11408157880619e-27,55.1669307345371
"CD300LF",2.12962668849694,2.14316370536647,14.3833323019486,5.46273432174943e-29,3.11492636883413e-27,55.1654738193317
"TCL6",-2.16821256406835,1.36357167438254,-14.3774843667696,5.64771938813358e-29,3.21658722731992e-27,55.1322327002776
"HPCA",1.62001766706495,1.33447954544992,14.3763739856585,5.68354674211323e-29,3.2331569452884e-27,55.1259206861159
"CENPH",1.5034216375519,2.07041445421925,14.3756782175102,5.7061123168136e-29,3.24215224325271e-27,55.1219655051363
"HPGD",-2.87718112551136,2.97843332992667,-14.3695415606029,5.90907125601949e-29,3.35350270855801e-27,55.0870791149672
"CYBC1",1.33921928092293,5.0549364335531,14.3676662328988,5.97252672330861e-29,3.38551302289838e-27,55.0764173874989
"RIMKLA",2.61855546947963,3.12333956322054,14.3661891060493,6.02298895610638e-29,3.41009134151627e-27,55.0680193238549
"COL5A3",2.58521520552342,2.3570717693491,14.3603434566433,6.22691943739883e-29,3.52139995322017e-27,55.0347826113705
"ADCY6-DT",-1.11807312052931,1.16399873969594,-14.3505956801369,6.5824948343584e-29,3.71810284690842e-27,54.9793530122588
"IL4I1",2.16797268528247,2.19389314200294,14.3486239507207,6.65685782163588e-29,3.75568810496336e-27,54.9681400160796
"SFXN5",-1.13309789913708,2.29183511026056,-14.3436261003323,6.84914537369307e-29,3.85963811833042e-27,54.9397163372421
"AC005082.1",-1.89518316022332,1.27449867493413,-14.3298403742868,7.40890163525925e-29,4.17017802241579e-27,54.8613034049152
"CDH3",-1.63757039236788,1.1179097098193,-14.3262832713465,7.56063451851389e-29,4.25059935015093e-27,54.8410680551335
"LINC01587",2.87235216512559,2.10216745330978,14.3233370450458,7.68866608806261e-29,4.317523230644e-27,54.8243069968787
"APOBEC3H",1.71850254524896,1.56095255962052,14.3135307739651,8.1306765044785e-29,4.55950899177621e-27,54.7685139020233
"APOBEC3G",2.17448484680509,3.07387489414282,14.3133601488427,8.13858869855913e-29,4.55950899177621e-27,54.7675430528819
"LINC02061",-2.6570840860072,1.56281829181341,-14.3111017282703,8.24404598766757e-29,4.61320671281929e-27,54.7546925112757
"NR2C2AP",1.36815085867295,4.20439978824102,14.3038878032516,8.5901673297512e-29,4.80129352544837e-27,54.7136419813604
"PCED1B-AS1",2.05213656053608,2.53513139806364,14.3024706848882,8.65985353938549e-29,4.83461497829042e-27,54.7055774141597
"ELF4",1.63488527627376,3.07277327064554,14.3020536998917,8.68046633025342e-29,4.8404941863894e-27,54.7032043948592
"FBXL6",1.14600103305894,2.89861066722597,14.301003414581,8.73260327858269e-29,4.85896113534832e-27,54.6972272627673
"WAS",2.09238386332693,3.24465175492012,14.3009789038396,8.73382375199034e-29,4.85896113534832e-27,54.6970877719986
"MYC",2.77726889089505,4.50748052663707,14.2988074976286,8.84262696099352e-29,4.91379867651876e-27,54.6847300859561
"ERO1A",2.00609274598759,4.28466442278047,14.2940532411326,9.08561868561015e-29,5.04299103275739e-27,54.6576717583748
"NOD1",1.28808090588315,2.48694843372409,14.2922916618866,9.17734390571293e-29,5.08802119631743e-27,54.6476454408516
"TRAF2",1.36983785462317,3.36377948158431,14.2915154871451,9.21805335882268e-29,5.10469639981309e-27,54.6432276320037
"IDO1",3.2625124135043,3.34770219468922,14.2884490504579,9.38066280301486e-29,5.18876016703167e-27,54.6257736812783
"CLEC2D",1.76529200617226,2.41856963708722,14.2831237258205,9.66992275992195e-29,5.34260450574652e-27,54.5954604150089
"EVA1C",2.00811404211983,3.13934441602887,14.2777515712568,9.97078933633625e-29,5.50250043236984e-27,54.564878167351
"BIRC5",1.82531268832821,1.70147899766101,14.2759149991281,1.00757846389231e-28,5.55405938098708e-27,54.5544224953677
"NDC80",1.62395198349786,2.14095629802959,14.2566785224593,1.1244410367947e-28,6.19113108470033e-27,54.4448915715824
"SAT2",-1.59434234697715,7.6047932563225,-14.2322432993399,1.29268877356942e-28,7.10120977077973e-27,54.3057149217515
"PKN1",1.68855393198842,6.31623585633687,14.2308107200854,1.30330178697386e-28,7.15132861670732e-27,54.2975537850757
"GINS2",1.91614515364371,2.03244125794401,14.2289730915349,1.31704354137504e-28,7.21848110827609e-27,54.2870849090815
"SLC30A8",-1.41484445117853,0.591176974419933,-14.2252862528476,1.34505331895792e-28,7.36359178447066e-27,54.2660803337034
"HSPB8",2.41744672264071,6.47070087212266,14.2249256152768,1.34782503208505e-28,7.3703616674792e-27,54.2640256569215
"MPP7",-1.68695722160039,1.86256087594118,-14.2167384354374,1.41231233372827e-28,7.71421385289667e-27,54.2173775714849
"PPP1R3B",2.292489892326,4.52936586932772,14.2072278817902,1.49111765249528e-28,8.12616807396177e-27,54.1631823491741
"SSBP4",1.56727436675364,4.15025870490174,14.204244083659,1.51673895312693e-28,8.25642524008276e-27,54.1461778479197
"NCF4",2.00625430666937,3.54180045067376,14.1974957413685,1.57632555361539e-28,8.57106936355402e-27,54.1077167132914
"NPTX2",5.39238338259972,4.03253465463441,14.1943256483331,1.60512159829962e-28,8.71777128705444e-27,54.0896479647279
"HJURP",1.27454160830784,1.05846760254784,14.191651841371,1.62981918915596e-28,8.84190722144138e-27,54.0744072825478
"AC073257.2",1.69152200845136,1.29742783034975,14.1901204691525,1.64413548707697e-28,8.90950711123473e-27,54.0656782065649
"LIPH",-1.89889498267619,1.23038534254466,-14.1857419603878,1.6857681490011e-28,9.12481402140257e-27,54.04071891788
"CDC6",1.59100574609779,1.44139803469858,14.1819485696612,1.72269086457897e-28,9.31417047186546e-27,54.019093770406
"HADH",-2.24836307072706,5.64357965025347,-14.1799980900161,1.7419902492091e-28,9.40792304218528e-27,54.0079741274459
"TMCO6",1.24058345266337,2.94633360840756,14.179653983041,1.74541750588775e-28,9.41584104412167e-27,54.0060123485814
"AL161668.4",-1.2248731198801,0.634162076931483,-14.1770879840147,1.77118856457947e-28,9.54414201600329e-27,53.9913830961671
"SNRPA",1.40431564647721,5.57709305099139,14.1734556154704,1.80832306979419e-28,9.73331919584739e-27,53.9706733459464
"FREM1",-1.89184033718491,1.36158535675726,-14.1676882124042,1.86889477222617e-28,1.00480823968783e-26,53.9377885986207
"CENPT",1.23316892401013,3.66838992850626,14.164415627227,1.9041651492399e-28,1.02148354352297e-26,53.9191276695051
"SAP30",2.70950621281769,4.33817150961672,14.1626081477059,1.92393059056741e-28,1.03093477136521e-26,53.9088206887604
"CYP2J2",4.33441695322288,4.92932236334913,14.1622447834084,1.92792887429949e-28,1.03192554194947e-26,53.9067486061287
"AC009133.1",1.36319533248365,1.89399912939723,14.1533727699215,2.02817964608747e-28,1.08437595955403e-26,53.8561526686695
"PSMB8",2.2094346202904,6.5933558504654,14.1520460687611,2.0436136761368e-28,1.09033018730955e-26,53.8485861143209
"HVCN1",1.65636539377486,2.34544506109358,14.15202513597,2.04385813667125e-28,1.09033018730955e-26,53.8484667275082
"FABP5",2.73123146099257,3.68844049262983,14.1460693976505,2.11461578637934e-28,1.12682500705488e-26,53.8144976845866
"TYRO3",-1.68934781040363,2.15074104475754,-14.1453228011905,2.12365729894535e-28,1.12924521311407e-26,53.8102392071896
"MUC13",-3.00913571666511,1.75914631479189,-14.1453059686951,2.1238615917729e-28,1.12924521311407e-26,53.8101431965675
"PARP12",1.43181377273525,3.49258551494468,14.1245581549795,2.39126597853669e-28,1.27001617435292e-26,53.6917826013122
"ITGAL",2.19160563067426,2.59761838790284,14.1121354336231,2.56727168261903e-28,1.36198727100448e-26,53.6208977381492
"SLC22A3",-2.50722562779099,2.75461865835396,-14.1099387364502,2.59971960266155e-28,1.37616028184109e-26,53.6083619470901
"SASH3",2.41567469117539,3.33218297016269,14.1079148900784,2.62997808414745e-28,1.39064435876748e-26,53.5968122124013
"PAPPA",-1.43295915231694,0.935009094709769,-14.1038437118946,2.69191990055902e-28,1.42183122404444e-26,53.5735777189707
"FAM89B",1.67208700133743,4.55312220023347,14.0952377865064,2.82771264137831e-28,1.49027595321466e-26,53.5244587350084
"AZGP1P1",-2.49899432768326,1.81936092386422,-14.0923446292359,2.87488933304878e-28,1.51347792388528e-26,53.507944483522
"LY86",2.649665005493,3.86392736339573,14.0882422326502,2.94314012480382e-28,1.54740929089726e-26,53.4845266999446
"TNFRSF10B",1.67370007548181,4.63950803276808,14.0880849589975,2.9457887442308e-28,1.54740929089726e-26,53.4836289051621
"PAH",-4.55986938848072,4.03723844795578,-14.0851120046728,2.99630771652556e-28,1.57222651459918e-26,53.4666574587889
"CHST11",1.88227555971903,2.88549503317152,14.0845381064827,3.00615944231923e-28,1.57567387712479e-26,53.4633812146822
"GIT1",1.36715615411661,4.55724101184545,14.0804344142878,3.07755750379858e-28,1.61133795934981e-26,53.439953475508
"S100A10",2.14052422100889,8.20519131070517,14.0755480184493,3.16479417343247e-28,1.65520803763442e-26,53.4120555748617
"ICAM1",2.38677404921579,5.15717836870527,14.0722048632595,3.22590350779931e-28,1.68409787509377e-26,53.3929674022222
"KIF18BP1",-1.56216024702594,0.537799974547022,-14.0721428852407,3.22704749872171e-28,1.68409787509377e-26,53.3926135223859
"FAM193B",1.7469611891631,3.90284703067381,14.0693631980399,3.27877533698096e-28,1.70923519521314e-26,53.3767418512756
"FABP5P7",2.67303670946719,3.39685881789338,14.056366440374,3.53188472371953e-28,1.83918491708484e-26,53.3025238210018
"EBI3",2.07657016931588,2.58647742168622,14.0532994034432,3.59441721543592e-28,1.86972003626771e-26,53.2850075416063
"RAB40C",1.34709160894097,3.69775305863293,14.0438071800209,3.79507124103464e-28,1.9719584461532e-26,53.2307914004167
"DENND3",1.53842989610848,2.55642780631011,14.0373275723395,3.93845431378878e-28,2.04424938933651e-26,53.1937781403809
"IL18BP",1.88353020699854,3.23555538405065,14.0260602820007,4.20083464796326e-28,2.17808286304549e-26,53.1294084706384
"CTSW",2.67711957218653,3.26250095690425,14.0181109002896,4.39642759859611e-28,2.2770364818101e-26,53.0839879010277
"DEFB1",-3.37395817902358,8.6233554132914,-14.0141735003027,4.49666151362717e-28,2.32644086845116e-26,53.0614888497644
"FHOD1",1.67632336572001,3.27666695224806,14.0126513830534,4.53602102127595e-28,2.34427816225512e-26,53.0527908571263
"CADM4",-2.51595458698293,3.62404201124629,-14.004272366479,4.75895471749943e-28,2.45684875157616e-26,53.0049065261557
"CAV1",3.32280303772387,5.78814673870278,14.0032506288547,4.7868800505674e-28,2.46861100953643e-26,52.9990671333764
"FCGR1A",2.48072131721832,2.96953184159586,13.9967061102056,4.96968721365699e-28,2.55465334584689e-26,52.9616622370404
"TAP1",2.37190202427574,5.04589066209666,13.994844880761,5.02294344585262e-28,2.57926802911525e-26,52.9510238552887
"PCK2",-2.87708296546981,5.40461574434225,-13.9908013271155,5.14062344352258e-28,2.63687620481203e-26,52.9279108540259
"ISG15",2.45659570189511,5.67714379070539,13.9891312065816,5.19003202590354e-28,2.65937905685892e-26,52.9183640534931
"RGS1",3.21880257097365,5.19143031561909,13.9885955630319,5.2059790246967e-28,2.66470644918697e-26,52.9153021434133
"AC026462.3",-1.97142173847411,1.75293939750025,-13.9788380311455,5.50522836273652e-28,2.81487778649314e-26,52.8595210629634
"RDH12",-3.00889772127678,2.1484655654149,-13.9744953069216,5.6439011440648e-28,2.88206277381701e-26,52.8346925469156
"CYGB",2.65788520301174,4.56240876974156,13.9743490553974,5.64863173823588e-28,2.88206277381701e-26,52.8338563623855
"AXL",2.44317900475858,4.27708262180314,13.9734010265512,5.67939284233434e-28,2.89468162575537e-26,52.8284360227573
"S1PR5",1.71253601418357,1.6327001121965,13.9534605812366,6.36678099776873e-28,3.24158949379504e-26,52.7144107458621
"ZRSR2",1.17131197764598,4.20861344678383,13.952546356746,6.40022310156411e-28,3.25516431729127e-26,52.7091822082779
"MFSD10",1.62458558725576,4.55265765751124,13.9449829557203,6.6837317469061e-28,3.39576009134874e-26,52.6659239251115
"GPR4",2.7623981557276,3.49852093224776,13.9419690284317,6.80018396714318e-28,3.45127307220379e-26,52.6486847775104
"FER1L4",2.24994433547952,1.85090628292119,13.9382355813452,6.94726116812162e-28,3.51847999160185e-26,52.6273291331644
"RTL8A",1.30988087666742,6.03986963727883,13.9377516975462,6.9665554936971e-28,3.52453384998298e-26,52.6245611971854
"SNHG12",1.83016785921299,3.03935876251369,13.9360279768807,7.03572444996426e-28,3.55578107675457e-26,52.6147009393396
"NCCRP1",-1.1391615418819,0.675713542470777,-13.9201127272934,7.70779553921736e-28,3.8872550360179e-26,52.5236496552944
"AL121974.1",-1.30632187472727,0.463870068436665,-13.9193445903953,7.74181337535654e-28,3.90031420543146e-26,52.5192546478214
"CD37",2.29715159981202,3.5316025887358,13.9127797948648,8.03875118689131e-28,4.04155477310945e-26,52.48169137672
"LSP1",2.30179701389321,3.34131980782125,13.9127743907858,8.03900026726553e-28,4.04155477310945e-26,52.4816604536302
"ASPDH",-3.41195043215271,2.9811976811084,-13.9077865049871,8.27222836761156e-28,4.14578526498712e-26,52.4531179472711
"CDH9",-1.73028933658986,0.981735993213938,-13.9033575841056,8.48499911085778e-28,4.24356018031775e-26,52.4277724576335
"FGF11",2.99624223389192,3.65460496533274,13.9024408878557,8.52971894441109e-28,4.26148663849183e-26,52.4225262724239
"CHST12",1.33445173109127,3.56786542432285,13.897927115329,8.75338713406948e-28,4.36868631061272e-26,52.3966933546256
"JAK3",2.05377254102592,2.38764001539452,13.8963205690495,8.83440607997159e-28,4.4045431434226e-26,52.3874985049065
"CCNA2",1.50758958151273,1.86674100445345,13.8891516106939,9.20520023278243e-28,4.58464806614471e-26,52.3464655629661
"TRIP10",1.46709219456193,5.4595474836703,13.8861205247893,9.36662975976913e-28,4.66021376192783e-26,52.3291153783025
"SLAMF8",2.24690988389688,2.87192232983707,13.8850543482854,9.42408426048592e-28,4.68394548151605e-26,52.3230123314638
"LINP1",1.99372371305727,1.7647996853681,13.8831520170523,9.5274766466899e-28,4.73043649183946e-26,52.3121227237823
"FER1L6",-1.10725351646378,0.418932385167812,-13.8800761404167,9.69706263077792e-28,4.80966292385237e-26,52.2945147552335
"SYT7",-1.46320222135967,0.826450174524866,-13.8720143179365,1.01560421627411e-27,5.03211451308078e-26,52.2483611746756
"FCGR1B",2.1060242945178,2.4596682792692,13.8706283394796,1.02371150028439e-27,5.06705531460354e-26,52.2404260160939
"AC007068.1",1.87319146049551,2.65277479576823,13.8688654578689,1.03411728002221e-27,5.10765537466203e-26,52.2303327608996
"YEATS2",1.7750489458192,3.14896638472338,13.8686989599489,1.03510553185582e-27,5.10765537466203e-26,52.2293794766519
"SYTL3",1.62581842256968,2.98444912911114,13.8644322494954,1.0607561993276e-27,5.22348991201197e-26,52.2049497054042
"ABI3",1.98287319445658,4.15330410975765,13.8606450836993,1.08405721426235e-27,5.3327617798324e-26,52.1832645039246
"IQGAP3",1.22675394902661,1.10320563255569,13.8544145227018,1.12351318970307e-27,5.52119910583664e-26,52.1475861544759
"PLOD3",1.89592007830361,4.58099359428944,13.8540290418805,1.12600106124686e-27,5.52776717306587e-26,52.1453786624013
"OLFML2A",3.04554712907942,3.8954608420183,13.8490482845717,1.15864762497443e-27,5.68222571708605e-26,52.1168548896503
"TRAF3IP2",1.85462833840413,3.43596828788646,13.834811721393,1.25728856235963e-27,6.14714240896238e-26,52.0353148157423
"AC147651.4",1.81655505973331,2.43414040747617,13.8264965950654,1.31875137633313e-27,6.44108759720308e-26,51.987682862709
"PLSCR3",1.55161998021299,4.35367299185343,13.8261407439879,1.3214478944241e-27,6.44769881169611e-26,51.9856443087338
"NT5DC3",2.00822608735271,2.25955009736373,13.8243255952535,1.33528870594981e-27,6.50861739594541e-26,51.9752457715951
"ACOX2",-2.40497152859833,3.77132515339197,-13.8195303815839,1.37255602455552e-27,6.68348477190262e-26,51.9477740071181
"GAS2L3",2.42391453204245,2.72701869371632,13.8039018887252,1.50140761596991e-27,7.28873432335161e-26,51.8582266241017
"FMO5",-2.20228703971354,2.52153405391616,-13.803049698333,1.50877237010266e-27,7.31708879124938e-26,51.853343266939
"SEMA3F",2.24684237319359,4.35081756995871,13.8013770017935,1.52333351242928e-27,7.38025111995505e-26,51.8437579592969
"ALOX5",2.7014945875104,3.35983891725829,13.7908859067297,1.61792796999354e-27,7.83064089670665e-26,51.7836345502353
"MT1F",-3.03761110260024,5.4222140150625,-13.7779529487781,1.74268224177327e-27,8.42594761248923e-26,51.709505967136
"SOSTDC1",-3.00535577573263,2.18851606696821,-13.7769490289226,1.75276034417656e-27,8.46614986364236e-26,51.7037512301325
"LMNB1",1.76349427743671,2.52184975484602,13.7765087431606,1.75719867140573e-27,8.47905754889769e-26,51.7012273712264
"QPCTL",1.25088074984686,3.37348373744314,13.7733435259065,1.7894391530896e-27,8.62595909820662e-26,51.6830829164988
"CARD16",2.10081948780953,4.05925853902196,13.7728057746733,1.79497524038374e-27,8.64396702520603e-26,51.680000210961
"TDGF1",-1.92993566565949,0.827025707393689,-13.7514274026853,2.02954494840575e-27,9.75400521149717e-26,51.5574298007616
"NASP",1.26612659186947,4.38656706550056,13.7503250811089,2.04244057583667e-27,9.806165692707e-26,51.5511088691197
"SHC1",1.7108275353367,5.60296016298126,13.737399253554,2.19992431014779e-27,1.05306845442488e-25,51.4769830442236
"CHST14",1.87756097955815,4.10149729239894,13.7220659759801,2.40259844527586e-27,1.14438052137485e-25,51.389035590769
"ELMO1",1.99357371321242,2.54332017600488,13.7212208922649,2.41429774379457e-27,1.14881331293424e-25,51.38418793257
"CORO1A",2.50435908540129,4.03819289411028,13.7204172297618,2.42547657274239e-27,1.15298991297532e-25,51.3795778315971
"SELPLG",2.32914897567181,3.8003693138167,13.7182531320913,2.45583746760477e-27,1.16511530133044e-25,51.3671635486586
"AL162724.2",1.81036742041535,2.22057640711158,13.7130758216088,2.53002648896102e-27,1.19676484520194e-25,51.3374626981062
"AGAP2-AS1",1.99265654342096,2.73524506527277,13.7065081197675,2.6273803185387e-27,1.24159236076457e-25,51.2997827859704
"ABCC1",1.99476892987214,3.70032816147521,13.7049096078969,2.65163795736906e-27,1.25182341798627e-25,51.2906114125096
"BIN2",2.01363496410118,3.44011964765954,13.6907614450388,2.87636492385607e-27,1.35525056647868e-25,51.2094291798449
"AC108463.1",2.19714587421286,2.10907242110292,13.6885546151422,2.91309933142182e-27,1.37121299117867e-25,51.1967650961055
"LAD1",-3.2606139812477,3.2264093841468,-13.6761678232176,3.12818757217706e-27,1.47101412062062e-25,51.1256760209504
"MZT2A",1.79055353390099,3.88174078920582,13.6752033712621,3.14558789305645e-27,1.47774917731337e-25,51.1201404766382
"MKI67",1.35145372520928,1.0961182755536,13.6664186013297,3.30861362584849e-27,1.55130036527576e-25,51.0697166111799
"WDR54",1.66719116080694,4.32229054849174,13.65378452994,3.55803369763786e-27,1.66190081391322e-25,50.9971885512581
"CD99",1.84103275869288,6.18838315131217,13.6523903258031,3.58668749495093e-27,1.67350864924766e-25,50.9891841965627
"CHGB",-1.92448996608155,1.10418729982205,-13.649675419381,3.64314980621804e-27,1.69820299510816e-25,50.9735970828092
"AP000696.1",-1.6661255317167,0.707648770326345,-13.6464021837125,3.71240950354765e-27,1.72880897268991e-25,50.9548037433212
"POLD1",1.2029399849594,2.54038554702305,13.6349898527121,3.96437325798747e-27,1.84435551223348e-25,50.8892737960074
"AKAP8",1.34365130315892,4.49213829587648,13.6346762033745,3.97153491114151e-27,1.84589868493443e-25,50.8874726839292
"PTPRO",-2.10129319821563,2.35084091342545,-13.63176034081,4.03873739242155e-27,1.87350589067578e-25,50.8707281944587
"AL135785.1",-1.24069699400637,0.567759016659863,-13.6231884470693,4.24296800264107e-27,1.96634536431277e-25,50.8215002366716
"MELK",1.29206233889755,1.0920724377504,13.6223497657546,4.26349772702651e-27,1.97395422246863e-25,50.8166834579707
"HGS",1.01086668188041,5.31290956243221,13.6169904283762,4.39705791625723e-27,2.03187242228433e-25,50.7859021511811
"PPP1R35",1.29506258437768,4.30167339512453,13.614107507342,4.47062948816719e-27,2.06388329794118e-25,50.7693432977849
"TTR",-2.06259709579181,1.09883539620697,-13.6095789328329,4.58869680860475e-27,2.11635457420491e-25,50.7433310197707
"PRF1",2.48078785822596,2.96160548132146,13.607931482634,4.63241941688991e-27,2.13446949178233e-25,50.7338676616546
"HCLS1",2.26722134104572,4.44677730242389,13.6002818108294,4.84097253283047e-27,2.22842543860265e-25,50.6899236203532
"HCFC1R1",1.88938527957914,7.52228954742194,13.5972344017399,4.92665182420984e-27,2.26569355731765e-25,50.6724164578042
"FAM167A",-1.86697505908732,1.39877507038494,-13.5912656002346,5.09889577854766e-27,2.34266204899168e-25,50.6381242428413
"HMGXB3",1.19399370379544,4.12611371721334,13.581263059352,5.40118107361113e-27,2.47680521209377e-25,50.5806517438902
"C5orf67",-1.71062646857154,1.30692155992949,-13.5674752304763,5.84752332321949e-27,2.67637073207258e-25,50.5014185818997
"MFNG",1.87194742377716,3.60232933372422,13.5664935765713,5.88067653233985e-27,2.68898134924477e-25,50.4957769145605
"OGDHL",-2.70984829694325,5.23849537558482,-13.5652719903033,5.92219610681773e-27,2.70239618162259e-25,50.4887562395282
"PAPPA2",-1.8788688961922,1.06549943754665,-13.5651341372308,5.92689989845995e-27,2.70239618162259e-25,50.4879639668736
"TNFRSF14",1.78932055467815,5.04845710381711,13.5623369134351,6.02315906239247e-27,2.74107974316196e-25,50.4718874131883
"AC125232.1",1.18840062807679,3.12578731774301,13.5585687636743,6.15531159209622e-27,2.79856837272466e-25,50.4502297939669
"CST7",2.901462221706,3.96539431556437,13.5548151994875,6.28984145642331e-27,2.85702807952503e-25,50.4286550501338
"ARHGEF10",1.5326534507156,2.81477199266428,13.5508750277425,6.43423058760193e-27,2.9198514080524e-25,50.4060066980918
"ZNF385A",1.82614405348796,3.27544072376005,13.5440115051162,6.6937249846856e-27,3.03474149164046e-25,50.3665522410439
"HPCAL1",2.05057782686217,5.50002603638114,13.5433177656873,6.72053040853842e-27,3.04401986768629e-25,50.3625641540729
"ETNPPL",-2.16083510851213,1.11322941556198,-13.5425938548879,6.74861632183518e-27,3.04938339103194e-25,50.3584025869559
