"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GAS6-AS1",1.31098497409389,1.46534795041219,9.80307915773664,1.88726287024655e-17,3.25471497580019e-16,28.682695760764
"TMEM273",1.60487753322092,2.59462133080578,9.80091211898488,1.91103280361431e-17,3.29334195861918e-16,28.6702502631045
"LINC00987",1.17872157059645,1.70708170991164,9.80062525603869,1.914201660295e-17,3.29761930800443e-16,28.6686028173807
"MPZL2",1.91834073506397,4.24369898513243,9.79997568354002,1.92139660331679e-17,3.30764050621892e-16,28.6648723703247
"CTSZ",1.4412716297821,7.92548224970674,9.79630287925123,1.96258852564241e-17,3.37734051229905e-16,28.6437804908181
"SLC17A9",1.37073287493739,1.48410706485407,9.79560754523391,1.97048555446419e-17,3.38971524331546e-16,28.6397875301782
"ELOVL2",1.27020810510599,1.05060232926334,9.79488442327793,1.97873179519755e-17,3.40268162432038e-16,28.6356350466568
"H2BC12",2.3179683569827,5.61227938841107,9.79464672217546,1.98144996856928e-17,3.40613590730212e-16,28.6342700736803
"RFX8",1.13382163163452,0.976677181502369,9.79388353623659,1.99020239581078e-17,3.41995695875688e-16,28.6298875975694
"C5orf46",3.61784215736804,2.52854713566267,9.78860663857392,2.05178352495834e-17,3.52199608867715e-16,28.5995873799024
"ZNNT1",1.18435774827375,2.24533219032802,9.78235618562469,2.12718914025105e-17,3.64752160720477e-16,28.563700456495
"MAP2",1.35785166223731,1.92296829130082,9.77937400200177,2.1641340109257e-17,3.70822277418147e-16,28.5465796155888
"LINC01275",1.02224528980712,0.890465615051568,9.77276357624404,2.24832484820725e-17,3.84973511455516e-16,28.5086319855117
"ALPK2",1.89845875676395,4.60427447946507,9.77082500353295,2.27362846580448e-17,3.89167379323368e-16,28.497504280312
"ARAP3",1.50951094818523,3.08366395278024,9.770106939493,2.28307305894534e-17,3.90644703157818e-16,28.4933825761233
"RBM22",1.04342142431212,4.8768475315902,9.7677304974837,2.31460997448346e-17,3.95758739654203e-16,28.4797421057666
"OGG1",-1.04603422492783,3.87140275862823,-9.76710970749425,2.32291958536153e-17,3.97038145718682e-16,28.4761789429615
"MAPK8IP3",1.53460888390406,2.82743813234895,9.76682924124875,2.32668352915478e-17,3.97398540027674e-16,28.4745691567528
"C16orf74",2.39184015677902,3.16402782252993,9.76616970906133,2.33555864217837e-17,3.98630791070985e-16,28.470783684285
"AIF1L",-2.68717002264865,5.78383561668906,-9.76440202467447,2.35951267351734e-17,4.02576128219312e-16,28.4606380368645
"EDNRA",1.88198372150416,3.26795259055951,9.76051241269515,2.4130873499315e-17,4.11424537801531e-16,28.4383146452186
"TMEM214",1.01950999204257,5.12193866002788,9.75977886516382,2.42332621896505e-17,4.13023565583776e-16,28.4341048123175
"RPLP1P6",1.14845776008808,2.58872987598655,9.75944888789291,2.42794616521071e-17,4.13421809222623e-16,28.432211088507
"AC023024.1",1.2999877868309,1.20246498201125,9.75942748916451,2.42824606766599e-17,4.13421809222623e-16,28.4320882825982
"LARS2",-1.0975504064905,2.88602476800501,-9.7589777258525,2.43455804101898e-17,4.14349523805046e-16,28.4295071307367
"PAG1",1.67266775887818,1.82811818768974,9.75820131567414,2.44549270147623e-17,4.16063060181703e-16,28.4250514285722
"CHDH",-1.80288185806614,4.62304287311798,-9.74999238198652,2.5641438332735e-17,4.35632249551051e-16,28.3779452452704
"FCMR",1.5712343649371,2.244866892403,9.74856269481469,2.58538771207658e-17,4.38930816238404e-16,28.3697418075577
"AC022509.2",2.23052615214974,2.84570927048189,9.74704588905845,2.60811802160392e-17,4.42476899128082e-16,28.36103871293
"ACAN",1.85964706311021,1.59141395174227,9.74587364307604,2.62582131997372e-17,4.45322971439697e-16,28.3543127831967
"ADAM19",1.17001372594628,1.44825158645909,9.74572931826805,2.62800918715702e-17,4.45536642280307e-16,28.3534847083719
"BID",1.10609826371084,3.55602366532561,9.74162873918707,2.69093661516114e-17,4.55722217873428e-16,28.3299581874578
"GAS5",1.57841754389606,6.58255255879707,9.73797023788807,2.74834718253115e-17,4.65280835429074e-16,28.3089694511201
"AC106772.2",-1.24992844691443,0.662438111869602,-9.73437177728515,2.80600695732226e-17,4.74874889090434e-16,28.2883264790432
"FPR3",2.3414105579403,3.69115863568346,9.7339871447279,2.81224102266655e-17,4.75594631843136e-16,28.2861200684354
"RCN1P2",1.15561040332423,2.72588698925707,9.73328323567013,2.823685662789e-17,4.77361957893752e-16,28.2820821950612
"CDKN3",1.08141260299605,1.40453735783562,9.73103655977539,2.86052529243445e-17,4.83245257000898e-16,28.2691947952179
"TRI-TAT2-2",1.75726157021265,1.60295529788277,9.73097714546682,2.86150601027567e-17,4.83245257000898e-16,28.26885398931
"SIN3B",1.14956943892065,3.69274973711232,9.72942963871782,2.88716825533135e-17,4.87065081781338e-16,28.2599774746494
"CCDC102B",1.62554071487629,2.88609758770436,9.72852583777323,2.90226198197308e-17,4.89439417908294e-16,28.2547933750679
"CIART",1.43374488786988,2.82517046678107,9.72035073085929,3.04241377886014e-17,5.12714532645255e-16,28.2079056495429
"POLR1E",1.37336485723536,3.95263321593124,9.71712264045208,3.09959609638091e-17,5.21801570054138e-16,28.1893930436061
"DUSP1",2.01588469748199,9.19848616727572,9.71556704773468,3.12753326441532e-17,5.2595140837516e-16,28.1804723357676
"NPNT",-2.02594127977399,4.1108800594766,-9.71244561232616,3.18435139269551e-17,5.35318904293056e-16,28.162572885479
"TK1",1.46805041411015,4.08900009422068,9.70958895314437,3.23725149110087e-17,5.44021416138379e-16,28.1461926315868
"LINC02532",1.56600233791368,6.0402756028858,9.70648800584051,3.29566774982413e-17,5.53644506663947e-16,28.1284125611868
"TNFSF14",1.6448652320014,1.41228422106368,9.70639427815705,3.29744968194902e-17,5.53750101887849e-16,28.1278751650202
"CTSS",2.33855501468006,5.20545616115846,9.70530851293538,3.31816219872351e-17,5.57033578619278e-16,28.1216498974679
"GAS2L1",1.09513311131752,2.96198615224669,9.70419641865175,3.33951148094349e-17,5.60258995070574e-16,28.1152737969747
"MIOX",-3.40972224116583,7.188218408463,-9.70418614574935,3.33970933077561e-17,5.60258995070574e-16,28.1152148987319
"FOXF1",1.38873834647391,1.98561446724746,9.70352270349352,3.35251160814238e-17,5.62013922242081e-16,28.1114111687269
"CTRL",1.11611717047687,1.576294682308,9.69855449037272,3.44995025222623e-17,5.77743325810553e-16,28.0829282287167
"C3AR1",1.97723377214265,3.99505649040324,9.6976864902101,3.46726132794097e-17,5.8043985661472e-16,28.0779522144439
"MYADM",1.97609747856546,4.84519273733615,9.69726714504254,3.47565559855233e-17,5.81642302536404e-16,28.0755482478955
"CD14",1.83729239866948,5.94810334294466,9.69693461661144,3.48232641315429e-17,5.82555594942035e-16,28.0736419857669
"GRAP",1.29885403692188,4.12016701373134,9.69528198240003,3.51566959715856e-17,5.87928696268814e-16,28.0641682164264
"SREBF1",1.61140778114703,3.97484802687037,9.69262182088627,3.57001036133176e-17,5.9680827809283e-16,28.0489193634165
"HAVCR1",2.71672684844229,3.58401251374346,9.68856280732708,3.65454462175785e-17,6.10727449982033e-16,28.0256532788825
"LINC01315",1.41811735422945,2.20910741913,9.68694532816336,3.68878427885593e-17,6.16234901866496e-16,28.0163824370366
"CIB4",1.6967185722043,1.23070761597907,9.68654502759618,3.69730731689277e-17,6.17443891821411e-16,28.0140880919609
"FUS",1.21005618823166,5.79953905882753,9.68579315263781,3.7133690507471e-17,6.19695081211227e-16,28.0097787236582
"MECOM",-1.52408716434112,3.29209821019512,-9.68568465195087,3.71569260608528e-17,6.19867385001274e-16,28.0091568572625
"CD300C",1.50437613649268,1.68539183822064,9.68166887169178,3.80271851016238e-17,6.33944864964986e-16,27.9861414709482
"VWCE",1.79913544403804,1.77217217577283,9.67923875239421,3.85636561930488e-17,6.42665137501096e-16,27.9722146993878
"CCBE1",-1.26034446613414,0.776219475299321,-9.6780559860465,3.88274864795522e-17,6.46613000643865e-16,27.9654366064937
"CD48",2.07904168563627,3.46397166137116,9.67757206614605,3.8935948778121e-17,6.48194442695959e-16,27.9626634432446
"ZNF558",1.10089360976873,3.35799717969782,9.67568620912643,3.93615216339384e-17,6.5505212363558e-16,27.9518565385747
"CRYBB2P1",1.04966882391042,3.04345915616669,9.67415797003133,3.97097923439539e-17,6.60161547790136e-16,27.9430992368219
"FCHO1",1.28929404557411,1.31264879294457,9.67264188528077,4.005832917966e-17,6.65725337685647e-16,27.9344118253134
"PCK1",-3.77011728194035,6.01647781857685,-9.6715612695854,4.03086152185379e-17,6.69653022101191e-16,27.9282198693408
"CLU",2.17550020195903,8.18612673241927,9.6700864961979,4.06527118602639e-17,6.75135939756137e-16,27.9197695774667
"FOXL1",1.31056285604373,1.48812604670539,9.66951092446911,4.07877984765605e-17,6.77145152301737e-16,27.9164716757771
"RPS2P46",1.57065811523699,6.87618749939074,9.66695216211273,4.13937781725383e-17,6.8673050366963e-16,27.9018109419997
"LINC00707",1.21999681363358,0.947889203281225,9.66201622600721,4.25882088204668e-17,7.05571111762682e-16,27.873531857318
"LINC02041",2.12532691678296,1.97660159147035,9.65826566636056,4.35187175698218e-17,7.20738415992509e-16,27.8520457810605
"AL139280.1",-1.38168000480778,0.5623109646618,-9.65183862502531,4.51606311744038e-17,7.47157899360949e-16,27.8152302356839
"ABCA1",1.62413147270534,3.52717515053245,9.65090138776974,4.5405172546078e-17,7.50944934303237e-16,27.8098618955105
"BTBD19",1.18983850905085,2.04672107519381,9.6463024739373,4.66243772074872e-17,7.70843525649406e-16,27.7835214328025
"FLI1",1.57711046541562,3.0849456957581,9.64083990805393,4.81150221147926e-17,7.94667506630692e-16,27.7522373026447
"SEPTIN9",1.51984284698209,5.67076096017716,9.63926188954841,4.85544172662704e-17,8.01373214777647e-16,27.7432005808444
"TMEM72",-2.32417199366121,4.39295621445929,-9.63905880934664,4.86112542238481e-17,8.02035579998417e-16,27.7420376358696
"NAIP",1.13903926957855,2.26979319452138,9.63710986897163,4.91600972398961e-17,8.10533856003396e-16,27.7308771943168
"AC135983.4",1.09579225422284,1.41024596503658,9.63567437766038,4.9568294664872e-17,8.16703144629319e-16,27.7226572360547
"PRR16",1.22136730004973,1.4911826089585,9.63495354283915,4.97745446280982e-17,8.19820046889966e-16,27.7185296511627
"DGKZ",1.08209083520548,3.55041022719531,9.63130480104174,5.08317476189359e-17,8.36945770466513e-16,27.6976373846417
"RNPEPL1",1.08469466390948,4.5695644084092,9.63063461350746,5.10283505892754e-17,8.39894812647339e-16,27.6938001255146
"SEL1L3",1.97256395283183,4.65148727594235,9.62482982037368,5.276325189548e-17,8.67960133809727e-16,27.6605659415522
"RPL38",1.13306886988336,7.26678084719324,9.62480882232576,5.27696332289968e-17,8.67960133809727e-16,27.6604457280338
"DPY19L2P2",1.41482362817248,1.85138588412287,9.62419026079484,5.29579604667581e-17,8.70759451345887e-16,27.6569044936953
"UBE2L6",1.72016354655685,5.96059588872449,9.62293901121776,5.33409671550593e-17,8.76456712884567e-16,27.6497412780951
"JAML",1.46304112257933,2.36469304596055,9.62186178020949,5.36729184451384e-17,8.81318281494402e-16,27.6435744285257
"RCSD1",1.59825458851682,3.06845458882283,9.62185972543556,5.36735535926358e-17,8.81318281494402e-16,27.6435626656335
"RPS20",1.18559272502773,9.42960882789062,9.6204247853462,5.41189402997533e-17,8.88327713392052e-16,27.6353482263023
"FAM98C",1.04164822832701,4.82217229939263,9.61819185942353,5.48193508722871e-17,8.99516976787508e-16,27.6225660922208
"MYORG",-1.36058103850745,2.89425348267227,-9.61794402319392,5.48976457240798e-17,9.00493941409128e-16,27.6211474149124
"NFE2L3",1.5388146894285,3.54014687557036,9.61357988650943,5.62947472268343e-17,9.22780267618563e-16,27.5961670869102
"AC040970.1",1.08360951301623,2.00212962055594,9.60702274779996,5.84608205622226e-17,9.56653345887333e-16,27.5586379156785
"PIGR",-3.57904142392879,4.74242574645224,-9.60691892917223,5.84957757513118e-17,9.56899211370351e-16,27.5580437572543
"NEURL1B",1.71471183265304,3.39662566677291,9.60628633798107,5.87092166657197e-17,9.60063661633016e-16,27.5544234364513
"GPX3",-2.30985729001783,11.4246647374231,-9.60589155562997,5.8842812439474e-17,9.61920705088194e-16,27.5521641183814
"RNF213",1.43632249850514,3.60495711316208,9.6046475502073,5.92657738878139e-17,9.67517285243699e-16,27.5450448542318
"CCDC85A",1.4668863998207,1.9430074539059,9.60397736073964,5.94948930406951e-17,9.70927533878264e-16,27.5412095265947
"AL355916.1",1.03098384692461,2.53799292550461,9.60241469706549,6.00325602724933e-17,9.79369107646261e-16,27.532266982431
"PGM2L1",1.32442682172791,1.92866210685023,9.5985406556295,6.13864894359932e-17,1.00077695443155e-15,27.5100984380536
"GAPT",1.60560932021741,1.84469586871545,9.59435299877127,6.28842813925765e-17,1.02449953112331e-15,27.4861371405677
"GOLGA8VP",1.13901489134876,1.01402298353736,9.59395470962948,6.30286203694454e-17,1.0265027548093e-15,27.4838582759802
"SQOR",1.26604547464195,5.10678991045774,9.58982631236878,6.45443356729907e-17,1.05011949994294e-15,27.4602381311506
"HIC1",1.34797126529189,1.73253223155808,9.58360929200973,6.68957132226449e-17,1.08727047503237e-15,27.424671732605
"CRACR2B",1.30176167425481,2.21318092284704,9.58248897362209,6.73284276430285e-17,1.09393315329851e-15,27.4182630589747
"EFNA1",1.76102021992496,6.55461650199695,9.57884407534793,6.87556425523884e-17,1.11636655739779e-15,27.3974137348344
"TLR2",1.6209977519542,3.22356065813274,9.57661773309475,6.96421970931009e-17,1.1303790286795e-15,27.3846794761419
"CD68",2.04835777100554,7.57398477096965,9.57436279542225,7.05517557951072e-17,1.14436854703875e-15,27.3717822208354
"ARL4A",1.49415448570715,3.38307551716558,9.57048603118044,7.21432669681071e-17,1.16939315789087e-15,27.3496101568983
"SLC2A3",2.25733858862568,4.24866609699814,9.56558527086945,7.42064719336344e-17,1.20161926828926e-15,27.3215840449351
"LMNA",1.25820162702675,5.55941448135682,9.56234081873832,7.56046326552322e-17,1.22343431851803e-15,27.303031391987
"UGT3A1",-2.55424585280698,3.18148806994436,-9.55980195344334,7.67170187631684e-17,1.24101667953411e-15,27.2885143014482
"IFNGR2",1.4845636619552,5.9171530626112,9.55938058075325,7.69032125174532e-17,1.24360964613943e-15,27.2861049861431
"FHL1",2.40836759485008,5.86711815996582,9.55299262476392,7.97816999877647e-17,1.28885564596654e-15,27.2495825310409
"RCC2",1.14176132910801,4.84581280127179,9.552177044757,8.01568587387894e-17,1.29415148438787e-15,27.2449198718612
"GIPC3",1.7092439732685,2.47738277099518,9.55173567577746,8.03606169560019e-17,1.29689880379548e-15,27.2423966031738
"SYPL2",-1.29602824421375,2.41831962918775,-9.54981615898716,8.12527855283188e-17,1.30997607078094e-15,27.2314231468153
"SACS",1.17848721760468,1.48483085623389,9.54640996980987,8.28603167118899e-17,1.33544462100411e-15,27.211951740072
"WASH3P",1.01389054030997,3.89957629894403,9.54311261150119,8.44466787725897e-17,1.35918670507193e-15,27.1931037192931
"SDHAP1",1.17957620783924,3.57215746939589,9.54286135989176,8.45687902354258e-17,1.36069596406946e-15,27.1916675914197
"CKLF",1.30447280827073,3.69554823054814,9.53948350722522,8.62276622176911e-17,1.38692211671551e-15,27.1723608384304
"BTNL9",2.18566194448603,3.59439407206383,9.53892294614946,8.65060763435282e-17,1.39093427240639e-15,27.169156972026
"ARHGEF6",1.49290750721145,3.33261613314862,9.53562125028752,8.81642095156117e-17,1.41617264210892e-15,27.1502869783902
"PARP8",1.26896077554926,2.68996473805464,9.53555650230674,8.81970411508166e-17,1.4162262005796e-15,27.1499169404235
"HRH2",2.08758050924827,1.72424457324883,9.53423287973594,8.88708855520661e-17,1.42656936045664e-15,27.1423524760667
"N4BP2L1",1.28975903925869,3.11135282815541,9.53233947467363,8.98437320101724e-17,1.4402595196235e-15,27.1315320703575
"SIRPB2",1.29194434411384,1.48858396631514,9.52578561202396,9.32938590031338e-17,1.49307491948615e-15,27.0940813225025
"PLEK",2.06335705143708,3.55542794499933,9.52456042678117,9.39533306495027e-17,1.50162693446868e-15,27.0870807926923
"QDPR",-1.55390189730082,5.46068720187901,-9.52384058041584,9.43429621984425e-17,1.50735251283581e-15,27.082967776207
"CRYAB",1.52383353378427,8.98631615334055,9.52292416495415,9.48413221317711e-17,1.51481089760166e-15,27.077731701048
"NDNF",-2.74389977840414,2.06734407814908,-9.51525375722066,9.91168395898657e-17,1.58204710850686e-15,27.033909497416
"MT-CO3",-1.17208672020973,15.5762491079245,-9.51490177817834,9.93175797416104e-17,1.58472437306554e-15,27.0318987511209
"RPL27A",1.08724778579798,7.65942834894354,9.5126270403451,1.0062471320946e-16,1.60504775103409e-15,27.0189042310917
"LINC00173",1.60431538417228,2.0414676677156,9.51249208408424,1.00702799829222e-16,1.60575982245121e-15,27.0181333075645
"CD27",2.08832746792679,2.49261665725903,9.5118018397594,1.01103125435377e-16,1.6116079875177e-15,27.0141903921096
"NDRG1",1.79778846536158,8.14502449479422,9.50662546222087,1.04156293505461e-16,1.65972517881984e-15,26.984622889962
"PLEKHA4",1.43248658773607,3.92746705681092,9.50015433353248,1.08102711493727e-16,1.72032727352895e-15,26.9476641530953
"PREX2",1.8754737288317,2.24386892749609,9.49801579821066,1.09439388879052e-16,1.74102184852918e-15,26.9354513529122
"ST6GALNAC2",-1.77848771386879,2.99869231980075,-9.49772061529667,1.09625180344648e-16,1.74282256910836e-15,26.9337656571138
"LRRC17",1.63059981665528,2.68834922512485,9.49671336979194,1.10261521984641e-16,1.75177901837411e-15,26.9280136750413
"SLC9A3-AS1",2.60904918820071,3.43160311313681,9.49498762094349,1.11360357994621e-16,1.76865150778622e-15,26.9181588800457
"LINC02076",1.02775330952696,0.829031993719663,9.49267912801495,1.12847329295464e-16,1.79108296665581e-15,26.9049769031347
"CD93",2.06993775370677,4.87907824662736,9.48866885102967,1.15477675720477e-16,1.83222543512609e-15,26.8820788730681
"SPRY1",2.20898199179108,4.69954934614859,9.48703704534987,1.1656539114262e-16,1.84887266585381e-15,26.872762069735
"CDH4",1.91384008951328,1.38922171762792,9.48609498202691,1.17197987205223e-16,1.85767902334011e-15,26.867383497041
"HLA-G",3.21509536490802,3.36648076848129,9.47950120477322,1.2172254477978e-16,1.92685223210247e-15,26.829740225112
"KCNK9",1.19161242875347,0.848896810485208,9.47897988029811,1.22087610341643e-16,1.93199418184673e-15,26.8267642507214
"PUS7",1.15829560685027,2.60469700069642,9.47875829759858,1.22243107376587e-16,1.93381748644635e-15,26.8254993583426
"AC003072.1",1.1942705172327,2.71071128042544,9.47860878416241,1.22348140878281e-16,1.93447309787036e-15,26.824645872588
"CD248",2.35357886704312,4.1545216614968,9.47858460721698,1.22365133679753e-16,1.93447309787036e-15,26.8245078606351
"ADORA2B",1.20774333284175,1.40343470092035,9.47449756959357,1.25271787430392e-16,1.97977256685582e-15,26.8011783646148
"PGBD5",1.95037847415055,2.62129217103066,9.47226552072016,1.2688814398475e-16,2.00399788453809e-15,26.7884382929304
"GALNT17",-1.28787180005439,0.815246227098464,-9.47019795602269,1.28403926987852e-16,2.02727041846128e-15,26.7766375915434
"PAMR1",1.60941356554807,2.61859500593423,9.46976699602328,1.28722140260047e-16,2.03095872433959e-15,26.7741779356379
"YWHAH",1.70326212535313,6.60901252184544,9.46748564763056,1.30419787210082e-16,2.05571727627394e-15,26.7611577640693
"MS4A14",1.39899029559341,1.55933498706061,9.46684969369153,1.30896991970936e-16,2.06256198835201e-15,26.7575283416525
"FTH1P22",1.13136840308808,0.985962108476031,9.45923493625889,1.36747911575029e-16,2.15263630509518e-15,26.7140742768952
"MST1L",-2.32794755768206,3.05534939733514,-9.45811287541703,1.37631823754237e-16,2.16584042021908e-15,26.7076717571025
"NFATC1",1.25925733695692,2.22509949518357,9.45081500571926,1.43521384257789e-16,2.25482614561027e-15,26.666033539031
"AC012618.3",-1.03605976484552,1.22639658740774,-9.45012080826107,1.44094535773683e-16,2.26309023603732e-15,26.6620731081011
"HLA-V",1.24606606846569,1.03612442870754,9.44963922316409,1.44493487411772e-16,2.2686139037325e-15,26.6593256753658
"CFB",1.30796341892376,2.49252203896197,9.44821415527778,1.45680493228595e-16,2.28650272667254e-15,26.6511958572359
"IER5L",1.29894842812826,2.47644456672208,9.44754375808445,1.46242254906773e-16,2.29382004004704e-15,26.6473714173451
"GUCY1B1",1.65141394827493,4.51581002986656,9.44632894762863,1.4726571596163e-16,2.30836485626829e-15,26.6404413810629
"AC064807.2",-1.57715415858502,2.59796576288949,-9.445898818549,1.47629802445088e-16,2.31256185154765e-15,26.6379876993409
"TPM1",1.74198494041451,6.27467760363431,9.44492555442036,1.48456945256718e-16,2.32476022689678e-15,26.6324357731594
"THG1L",1.13090409471608,3.52172992562725,9.44474691645894,1.48609264265553e-16,2.32638669576711e-15,26.6314167561845
"SLC22A12",-3.70135182662378,4.88596866494589,-9.44341015852787,1.4975403056951e-16,2.34201645462649e-15,26.6237915172615
"AFF3",1.30356621283358,1.45207400511183,9.4433054314833,1.49844086578449e-16,2.3426617664619e-15,26.6231941342135
"FGFBP2",1.66608545035393,1.94120937478286,9.44161042443781,1.51309171858986e-16,2.36479686174923e-15,26.6135256752331
"CLK4",1.24795447970104,3.61265647728859,9.44092536722463,1.51905346606841e-16,2.37334184877567e-15,26.6096181515503
"MCTP2",1.10755648979681,1.53241113118637,9.44060012499762,1.52189209429588e-16,2.37700335820865e-15,26.6077630100545
"CBLB",1.01179206789189,2.36523975387948,9.43988824524458,1.52812365525543e-16,2.3859600954837e-15,26.6037025806171
"EBF1",1.49833931082516,2.58575239560213,9.43604240153064,1.56223132030601e-16,2.43842165638921e-15,26.5817676684486
"RP5-1112D6.4",2.05506031656811,4.05344659265561,9.43347780787465,1.58539656116336e-16,2.47377509569631e-15,26.5671414124734
"MPC1",-1.48762265243528,6.35112627489726,-9.43191581637925,1.59967300496087e-16,2.49524042606177e-15,26.5582335368278
"SLC39A4",-1.47027809833027,2.65673519826244,-9.42897388670994,1.62691075982894e-16,2.53533783018524e-15,26.5414568243161
"PCDH12",1.62612552870975,3.56925530130677,9.42896826706299,1.62696322894292e-16,2.53533783018524e-15,26.5414247786048
"SIT1",1.75768155453914,2.05350791223993,9.4271893193361,1.64365783137909e-16,2.56052238157602e-15,26.5312806260614
"LRRC41",1.65663870097522,4.79518387218196,9.42631711964552,1.65190528532655e-16,2.57253573010374e-15,26.526307194136
"GZMK",2.60015654700624,3.66609720735767,9.42339167049786,1.67987044513253e-16,2.61354309175966e-15,26.5096264617976
"SFMBT2",1.13086483792261,1.80987924884541,9.42329879380688,1.68076596386169e-16,2.61408926002357e-15,26.5090969017362
"AC015977.1",1.73155336247423,1.17763156906549,9.42062523602407,1.70674942722417e-16,2.65364162888235e-15,26.4938533856387
"APOL1",2.14160972120432,6.0756146942605,9.41855865708242,1.72710783244332e-16,2.68442542088925e-15,26.4820712115804
"JPT2",1.41785780254016,5.62013246651823,9.41755700480367,1.73706226655894e-16,2.6990237392242e-15,26.4763606861806
"DCLK1",1.50210863629273,1.45752404460853,9.41174622372762,1.79594823562719e-16,2.78871496406638e-15,26.4432352444776
"SLC25A37",1.21893610426842,2.87598665247748,9.41096162490929,1.80405026371727e-16,2.80038995349478e-15,26.438762811272
"TGFB3",1.30902082368981,2.60346866805908,9.40988750612256,1.81520106968467e-16,2.81587831204202e-15,26.43264015625
"APOC1P1",1.19269327389109,0.879117841391046,9.40758354263446,1.83935154259293e-16,2.85057928544131e-15,26.419507663216
"SNHG20",1.08622402551686,2.51711805990009,9.40518708947785,1.86481129804254e-16,2.88910358314354e-15,26.4058486792841
"PRR15L",-2.82012611377307,3.29375457135666,-9.40257038456591,1.89301223654435e-16,2.93090304743525e-15,26.3909351457619
"HMCN1",1.2775413345659,1.37414526877063,9.39568782672373,1.96923296994982e-16,3.04694854506061e-15,26.3517130528756
"GPR65",1.77677735379884,2.70936231144311,9.39352436765107,1.9938181649143e-16,3.08200894185014e-15,26.3393852208607
"ACTB",1.19841592906287,10.4811070222418,9.3909658333664,2.02328796923175e-16,3.12555025671669e-15,26.3248069224831
"SFXN3",1.14684925777976,4.87090187855031,9.3897495941221,2.03744871976203e-16,3.14540154126091e-15,26.3178771870494
"Z98751.2",1.31597457053917,1.00051381979734,9.38854909336933,2.05152307720921e-16,3.16611141057436e-15,26.3110373056205
"IFITM4P",1.17867525809257,1.22365613525492,9.387618857423,2.06249550817098e-16,3.1820223116422e-15,26.30573738819
"AGRN",1.7735011886925,4.61578544855498,9.38714617617031,2.06809332294672e-16,3.18859276839058e-15,26.3030443799819
"TCEA3",1.27009424861253,6.45361788038519,9.38709109112235,2.06874666198797e-16,3.18859276839058e-15,26.3027305456042
"CD180",1.56030691513761,1.80996482808678,9.38582702658218,2.08379580866477e-16,3.21075752136114e-15,26.2955289332592
"HLA-DQB2",2.69521635696222,3.87570695767826,9.3811335247576,2.14063442880679e-16,3.29410705755999e-15,26.2687909261643
"GAS2",-1.14690909091085,1.49310677878237,-9.38059834499849,2.14721283270324e-16,3.30317150028029e-15,26.2657422821025
"AC078794.1",2.19538082393368,1.73963566215857,9.38018901219483,2.15225792518011e-16,3.30987211735257e-15,26.2634105477485
"PACC1",-1.22168157934854,3.12146814274507,-9.37688851459205,2.19337107425593e-16,3.36986022454962e-15,26.2446102741533
"JAG1",1.861958674982,5.12763507168806,9.37668009074178,2.19599345265517e-16,3.37280990559437e-15,26.2434230975252
"TMEM43",1.19723221882722,5.546290434932,9.37586161103888,2.20632178309128e-16,3.38650644021031e-15,26.2387611121193
"CEP170",1.35523348262125,2.43579853038062,9.37065155716446,2.27321132660518e-16,3.48360747567724e-15,26.2090871017663
"NEK6",1.79629527717247,5.02866610770582,9.36977036408834,2.28472269899075e-16,3.50013102182335e-15,26.2040685801676
"S100A3",1.41502755415866,2.29958331401173,9.3685930031698,2.30019373130874e-16,3.52046227056408e-15,26.1973634931549
"KALRN",1.04752182796777,1.63300301807594,9.36815980822227,2.30591233420111e-16,3.52696600795361e-15,26.1948964859332
"PLAAT2",-1.97147026900411,2.75365223229159,-9.36396071762899,2.36208400138106e-16,3.60713667539146e-15,26.1709842644291
"RFLNB",1.625779209383,3.93373275538304,9.36377161216474,2.36464552311881e-16,3.60990018619969e-15,26.1699074334069
"PLAUR",1.71877709848376,3.25975322755317,9.36170496908225,2.39282023041043e-16,3.65175095049159e-15,26.1581395583873
"CNRIP1",1.29532543708102,3.00736963350176,9.35574665696191,2.47593671120427e-16,3.77499756679388e-15,26.1242147865711
"UBA7",1.12660365056072,4.37826088523587,9.35382339066471,2.50337503369346e-16,3.81440946105016e-15,26.1132652725953
"EIF3B",1.00391803368086,5.13784866163118,9.3517811992327,2.53284173939824e-16,3.85686005683439e-15,26.1016392120353
"ZP3",1.27345375296524,2.34709876992195,9.34715644117489,2.6008560095829e-16,3.95791755093802e-15,26.0753127401074
"SHISA3",-2.26148836335455,2.80297698536222,-9.34482541849545,2.63582405463357e-16,4.00986009223913e-15,26.0620444124294
"ADGRG5",-1.67080417012649,2.32784959675725,-9.34170392042887,2.68338489984794e-16,4.08092099497938e-15,26.044277740216
"LRATD1",1.39567858415918,2.11145968992938,9.33442046456284,2.79771130310119e-16,4.25344252959133e-15,26.0028272672182
"AC136632.1",2.71573165771365,2.55881616448135,9.33353549616911,2.81192902297731e-16,4.2736709989743e-15,25.9977913380511
"LDLRAD4",1.49801366239173,2.58646003224882,9.33348162201429,2.81279687510597e-16,4.2736709989743e-15,25.9974847694296
"VSIR",1.35165098634336,4.53282741889815,9.33318953728886,2.81750667991456e-16,4.2794726578949e-15,25.9958226800528
"DPY19L1",1.30582951198004,3.22974863223462,9.33249698593377,2.82870535231444e-16,4.29376545606453e-15,25.9918818050342
