Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-BP-4970-01	0.00774962218958398	0	0.0181477936192755	0.125425101268813	0	0.205025122401836	9.64495878727693e-05	0	0.0104109888678961	0.118439139456168	0	0.0505617457212908	0	0	0.11626379146316	0.21551711130093	0.0323442156262065	0	0.0942206327662665	0	0	0.00579828573070106	0.004	0.370970318376006	0.934050612853305
TCGA-B0-5102-01	0.00192138921394152	0	0.0147225420726118	0.164800775802627	0	0.284709381138754	0	0.0186634019955736	0.0231796840388615	0.00841183762404536	0	0.0630882134736369	0.00439092144420085	0.0106357189002374	0.0996359117363572	0.248145709274285	0.00544552606469361	0	0.052248987220174	0	0	0	0.011	0.252287095529671	0.993894928580276
TCGA-MM-A84U-01	0	0	0.0256163757683017	0.133704458609522	0	0.259565464423764	0	0	0.0698788752722647	0	0	0.0739546813592119	0.0728664804156437	0	0.0781915825392788	0.205254999495343	0.00842445523528203	0	0.0725426268813879	0	0	0	0.017	0.228317877332584	0.998031294603468
TCGA-A3-3376-01	0.00549965472766376	0	0	0.0466161042264208	0	0.210858450866086	0	0	0.0092056255982823	0	0.0756754959257121	0.00518909367589329	0.230903985073119	0	0.0244380485944201	0.29567638847676	0.00938618785741359	0	0.086550964978228	0	0	0	0.012	0.245951267933716	0.988297476558491
TCGA-BP-4985-01	0.0651594093814168	0	0.00219237202587276	0.0121771344995268	0	0.272033579063057	0	0.0165917487883948	0.0326234628386127	0.0354412621526466	0	0.017879574942288	0.00959457957718036	0.127634090555992	0.057191947447203	0.199724970868006	0	0.0757575336298506	0	0.0592224747103271	0	0.0167758595196258	0.079	0.136847587109064	1.0364343166855
TCGA-CZ-4864-01	0.0128355444147515	0	0.0129520111890939	0.266967991861177	0	0.164759210675979	0	0.0302966730543635	0.0325760915738335	0.0768827330382716	0	0.0319695396569375	0.0142713288403214	0	0.121964331076809	0.153455905528013	0.0223905523935014	0	0.0520597366019676	0	0.00661835009498038	0	0.004	0.388889418125217	0.928675218075635
TCGA-A3-3313-01	0.00520903693330218	0	0.0492362944201177	0	0	0.220529804795334	0	0.00443695498271416	0.0152816227797374	0	0.0554212900735123	0.0196902800964809	0.0791304977982092	0.011418882908692	0.0639493204395447	0.317504226935663	0.0240004028906482	0	0.0699479250132544	0	0.0642434599327897	0	0.324	0.0613388603052312	1.05635086401057
TCGA-CW-5580-01	0.0247596783696931	0	0	0.0261506924507727	0	0.157255943962774	0	0.00111661579153411	0.00448286257272818	0	0.0338768636518254	0.0220097898105735	0.220131317979668	0	0.0867111874075973	0.326950841505059	0.0268428475753555	0.0576391016133226	0	0.00666457848108084	0	0.00540767882801682	0.017	0.224388408118352	1.00536928654469
TCGA-BP-4338-01	0.00994673391425146	0	0.0731075650237875	0.0141551266808783	0	0.190845735056435	0	0	0.044684382332691	0.043597039715201	0	0.0211380415280459	0	0.0897416976429831	0.0456987463093266	0.408600757184926	0	0	0.0363897348951323	0	0	0.0220944397163414	0.016	0.231826916883941	0.996885551032915
TCGA-AK-3450-01	0.00996921869425009	0	0.0823668153700535	0.0197935025330922	0	0.272955325859818	0	0.00222320598023922	0.00421612085823381	0	0	0.120884106513706	0.0620676740816898	0.00992177249202052	0.113416529266432	0.144216462279195	0.0249767924656082	0.00128160152781725	0.127425027559097	0	0.00428584451874667	0	0.819	-0.00690048232655555	1.09215136382253
TCGA-CZ-5470-01	0	0	0.046755104665647	0.28219861711908	0	0.092298608995198	0.00227541079261148	0.0288811956558644	0.0493025721032296	0.0254476115363585	0	0.0403014029218617	0.0971922753109422	0	0.0898303589999738	0.155030931080711	0.032358085265151	0	0.0581278255533716	0	0	0	0.00600000000000001	0.320271814056085	0.955975088081417
TCGA-CJ-4904-01	0.0219105808077434	0	0.00688980422255055	0.0515744074819182	0	0.229818485565279	0	0.00373526248454026	0.0143038179163859	0.0468847098998815	0	0.0754843380096333	0.0292126959949639	0	0.199369862356989	0.158498694825064	0.0146405850470409	0.00329958518950693	0.143088811022029	0	0.00128835917647409	0	0.003	0.402999409309134	0.920897297885462
TCGA-B0-5083-01	0.0171594622667437	0	0	0.144164844509715	0	0.170836021432044	0	0	0.00299210297478665	0.0226366143331673	0	0.0141258842143171	0	0.157541863784848	0.0662712484144492	0.333013992467845	0.0362291098382052	0	0.0350288557638785	0	0	0	0.003	0.389561980644053	0.924809973570293
TCGA-B0-5080-01	0.0778429872734078	0	0.151581851587947	0.28946477018465	0	0.047638701157639	0.00513485187791077	0	0.103389512911744	0	0	0.0416328975763275	0.00928900797759623	0.00866882261829975	0.0639461812662444	0.146604462229046	0	0	0.0502565344394904	0	0	0.00454941889969725	0.005	0.354637005334577	0.936798105400884
TCGA-CJ-5681-01	0.0483792197550322	0	0.000290046232122715	0.0256664562813673	0	0.0596579656339008	0	0	0.0413998823578057	0	0	0.0271086267345411	0.0552429598122827	0.0238171968924145	0.003493090904612	0.126474727408174	0.522609432511203	0.0101500903827813	0.0492152157631153	0	0.00649508933064734	0	0.00600000000000001	0.317446659793949	0.968911555670379
TCGA-BP-5190-01	0	0	0	0.18440566576966	0	0.240798450703934	0	0	0.0259473382245727	0.0248248541052718	0	0.0511105485044352	0.0807730683855595	0	0.10100553192287	0.22377172464016	0	0.00321378611092609	0.0641490316326104	0	0	0	0.0679999999999999	0.1447514374627	1.04198433177814
TCGA-CJ-4908-01	0.014851954130453	0	0.0155150994279137	0.230136669227878	0	0.158415368429518	0	0.0234608766107647	0.0108506623543694	0.0023724856619167	0.00301255445290426	0.0139471800344827	0.0737075766419665	0.00660039594258363	0.103634997717754	0.276542724803085	0.000481305210807959	0	0.0664701493536015	0	0	0	0.017	0.226302068644945	0.999053869660655
TCGA-BP-4346-01	0	0	0.00839050234652959	0.589542483698914	0	0	0	0.0619938237411615	0.0459562063332121	0.0655052595641014	0	0.0384459442226268	0.0467072245058069	0	0.0645656515077144	0.0759475769010171	0.00294532717891653	0	0	0	0	0	0.002	0.415737833206965	0.936058966056306
TCGA-CJ-5684-01	0.00200287999970329	0	0.0124274262776913	0.397541707511725	0	0.05466974653663	0.00233109356167743	0	0.054247000362223	0.110907883207338	0	0.060966266041529	0	0.0123679926201219	0.0856266645082215	0.117696677511262	0.0115615988489151	0	0.0776530630129626	0	0	0	0.002	0.420693138782216	0.918333297224344
TCGA-A3-3319-01	0	0	0.0318230654037824	0.038353571945021	0	0.22815974190471	0.000177248397983531	0	0.0138649626444106	0	0	0.0602738395124738	0.128496682577398	0.0134126723646146	0.158776818878563	0.211331887190147	0.0138087240347925	0	0.0937572708743104	0	0.00105519355752369	0.00670832071426918	0.069	0.143613279205289	1.03739931758306
TCGA-A3-3322-01	0.0197959087433673	0	0	0.0312841205402988	0	0.234836956751613	0	0	0.0414167505081618	0	0	0.000867108042149928	0.0769210298269822	0	0.0270465661234699	0.496188397338043	0.00429769649268324	0	0.0662991946024688	0	0.00104627103076197	0	0.053	0.155557494532889	1.03810266580331
TCGA-B8-A54F-01	0.00180386177799539	0	0.018809151422761	0.0696607742424528	0	0.200574603153549	0	0	0.00166026315132403	0	0	0.0465902337811063	0.178408214768053	0	0.0234421893490837	0.385813976940452	0.00471050562267584	0	0.0685262257905462	0	0	0	0.026	0.202977318880144	1.01011296422285
TCGA-CJ-4874-01	0.017682507743711	0	0.00379402975680772	0.424000031291499	0	0	0	0.0154918781089866	0.015137798806031	0.0955512123001834	0	0.047956471957428	0.0377966758250616	0	0.13673210087554	0.150111225370261	0.00397342225231778	0	0.0517726457121729	0	0	0	0.005	0.344199569166582	0.963903467978359
TCGA-CZ-4865-01	0.0260693717648887	0	0.0718477191762837	0.267060307782329	0	0.0624691396284916	0.00389209133451213	0	0.00309279643584832	0.00954777449488926	0.0102472859835723	0.0406366919325532	0.0586702119844708	0.047826771196401	0.087060122487537	0.235174710497139	0.00944986021957805	0	0.0669551450815057	0	0	0	0.004	0.371057143434313	0.929784304907956
TCGA-B0-5812-01	0.00275150485387107	0	0.0147801591268985	0.174030569227002	0	0.234819206744194	0	0	0.00760546439618371	0.0467584422842515	0.0239295382164366	0	0.0646919770170844	0	0.131305664869436	0.181851860045515	0.0476117225243437	0	0.0670585264104702	0	0	0.00280536428431467	0.12	0.111357870265255	1.05411641364882
TCGA-A3-3317-01	0.00861648052802671	0	0.0106799642555392	0.0680186427405663	0	0.186787963232019	0	0.00982843633773539	0.00585595273771967	0.0278718915712253	0	0.0780202956023429	0.020732629681686	0.0314903134387729	0.149102733305186	0.26936127898775	0.0345306894036537	0	0.0991027281777769	0	0	0	0.005	0.35371929246422	0.942040338195591
TCGA-B0-4713-01	0.0342538710202517	0	0.0499153691643696	0.268415579362433	0	0.175191086280531	0	0.0136921468754795	0.0801192796620124	0.0107356185096951	0.0147367460837259	0.0505129765465935	0.0197092977080781	0.0273549976537551	0.107518402824264	0.0988059260837845	0.00548789789295694	0	0.0435508043320694	0	0	0	0.023	0.210401722784905	1.01822045346118
TCGA-BP-4765-01	0.0211039596130946	0	0.0150112043139349	0.04212352923337	0	0.223436800045102	0	0	0	0	0.065622751916442	0.106754599532578	0.116105668803891	0	0.061401363717375	0.243531260197882	0.0192572649070964	0	0.0856515977192338	0	0	0	0.101	0.123067828348372	1.04488345965689
