Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-CJ-4892-01	0.00780507718881962	0	0.00597497117056552	0.588276181171534	0	0	0	0.045879085070163	0.019631762868595	0.100423267644127	0	0.0885751052145038	0.000360114710894587	0	0.0385468481840915	0.0712309627467345	0.00787552733798486	0	0.0217897894788168	0	0	0.00363130721316979	0	0.510282520708352	0.877020040780884
TCGA-BP-4771-01	0	0	0.00258704034494789	0.533866726408998	0	0	0	0.0136941277352699	0.0654956171683543	0.125519504615821	0	0.0857985845181443	0.0314655555009754	0	0.0631218767869519	0.0634881884414823	0.00560384996090318	0	0.0093589285181524	0	0	0	0	0.603768075849505	0.799947789068966
TCGA-CW-5587-01	0.000267207609486554	0	0.00583734269410379	0.43333572291148	0	0	0	0.0100209981646102	0.0346212416571047	0.108275411593294	0	0.0279184322504838	0.0568648770303946	0	0.100241430434592	0.180802828449629	0.00769969432621788	0	0.0341148128786034	0	0	0	0.001	0.454879821704242	0.895051778639722
TCGA-AK-3434-01	0	0	0.00234023691022092	0.208383866036264	0	0.227929692463358	0	0.00772625343539959	0.0251310165530182	0.185296797510971	0	0	0	0	0.115622925428698	0.19314846316642	0	0.00119613346771679	0.0332246150279344	0	0	0	0.005	0.347015510993733	0.957569393176768
TCGA-B4-5836-01	0.0144487897422981	0	0.0287550426777098	0.152607405161273	0	0.112639722159632	0	0	0	0.0842756697267021	0.0725451152394975	0.00276743469744112	0.082309913353292	0	0.132230065651864	0.210795458102077	0.00321652528341993	0	0.074822235291001	0	0	0.0285866229137934	0.242	0.0785221695262887	1.07027952766882
TCGA-B8-A54E-01	0	0.037543304739443	0.0173801195525811	0.0813712839712301	0	0.188777653599994	0	0.00763246013171957	0.0162569697765985	0	0	0.0624695565416312	0.0428477830868096	0	0.0473600311325264	0.354698872585583	0.0223210384148088	0	0.10712685774317	0	0.0142140687239046	0	0.101	0.123103051845275	1.03666361661515
TCGA-A3-3365-01	0.0435450083379904	0	0.000962020321582469	0.0829031392158093	0	0.235870782977084	0.00486466198786177	0	0	0.0522756831133342	0.0869104112218187	0	0.019995370986463	0	0.103216003110205	0.269847265219659	0.0231172633858177	0	0.0764923901223751	0	0	0	0.027	0.199970940679036	1.01091231870667
TCGA-B0-5709-01	0.0244974254539092	0	0	0.202323424578514	0	0.316800207103011	0	0	0.0233402394004859	0.0214283599865171	0	0.0179227074739248	0.0334106239791274	0	0.144492129394832	0.150925830278247	0.0249241629494162	0	0.0365106681595708	0	0	0.00342422124244494	0	0.488453833207232	0.872071108497051
TCGA-B2-4102-01	0.00869845090121474	0	0.0255987190205174	0.00488363794979982	0	0.318717144708933	0	0	0.0161371261754784	0	0	0.034973181268783	0.0334321517603017	0	0.138508195322888	0.310550383645682	0.00947296543605742	0	0.0772950628938757	0	0	0.0217329809164684	0.0620000000000001	0.148303600125022	1.03467594774811
TCGA-CJ-4882-01	0.056914456744775	0	0.0243159040382435	0.164783539223376	0	0.321042088552099	0.0153484186095383	0	0.0840394079304453	0.0809590374872235	0	0	0	0.0455620437988611	0.0955081712805592	0.0596525351950929	0.0123763067714523	0	0.0307022337153123	0	0	0.00879585665302134	0.002	0.416833640615656	0.912522591036429
TCGA-B0-4836-01	0.0262950257095109	0	0.0591659158439151	0.256627915009634	0	0.133134999172464	0.0143442169343634	0	0.0704634218989956	0.0175764929287969	0	0.00525550082255876	0	0.134039303738425	0.114907964539344	0.132190263217202	0.00422342004242856	0	0.0306191529930738	0	0	0.00115640714928866	0.002	0.426072412293603	0.904684673654224
TCGA-BP-5185-01	0	0	0.00206308166687426	0.343717141090369	0	0.125127841374656	0	0	0.125823689574974	0.00858050553622342	0	0.078237026600019	0.0108941140010907	0.0219029778010584	0.0758548770418409	0.15055686961796	0	0	0.0572418756949343	0	0	0	0.102	0.121633919376209	1.07385283446509
TCGA-CZ-5462-01	0.0289738754642877	0	0.0225635763084343	0.0103003349163666	0	0.214346868396774	0	0.0203091721375995	0.00029074810444531	0.0904183198404366	0	0.0598206707354248	0.146914873234861	0.0390270095040584	0.128423314189181	0.158654376170691	0	0	0	0.0273476226453243	0	0.0526092383521169	0.00700000000000001	0.282843243724771	0.976929154548845
TCGA-BP-4161-01	0	0	0.0266494432784736	0.268577466071732	0	0.150868986096609	0	0.0416595997162656	0.0038679826269987	0.05791005019969	0	0.0140951765310882	0.0407174793591986	0.0557024354229337	0.0849362895680223	0.220348746375579	0.00309153524418051	0	0.0315748095092281	0	0	0	0.00800000000000001	0.273264863155956	0.982621609892172
TCGA-B0-4848-01	0.014646150239372	0	0.0398208397895988	0.271134127209963	0	0.0247252173344863	0	8.23537441993468e-05	0.0358799470379783	0.0491655001929062	0	0.0120970656809713	0.0747086469550347	0.0609497550347897	0.11077989082134	0.24845002334895	0.00232766102632184	0	0.0516027786087131	0	0	0.00363004297537617	0.00600000000000001	0.318194740542669	0.957137817906127
TCGA-CJ-4869-01	0	0	0.011490791948307	0.57365044713679	0	0.00705575682221086	0	0.0385886201788629	0.0594649300607607	0.0584360547866515	0	0.0420523522447779	0.0204580666227499	0	0.0555531016565559	0.103606228538003	0.0063153041573285	0.000390808285542807	0.022937537561459	0	0	0	0	0.53963575945092	0.845176153043828
TCGA-BP-5192-01	0.0245357742489213	0	0.00607054918820582	0.164971695655623	0	0.273980551128932	0	0	0.00123922289323602	0.0247487876489947	0	0.0480217191287962	0.0218292736088125	0	0.0971609342275568	0.198735017453369	0.0185267086439405	0.0205621572565672	0.099617608917044	0	0	0	0.593	0.022142479613956	1.09199562681473
TCGA-B0-5088-01	0.0257689091842369	0	0.000939508669367964	0.128340889830069	0	0.236951326099557	0	0.0146142027217648	0.0279051365600972	0	0	0.0645671014322752	0	0.101961373683829	0.060321134216234	0.309879296132419	0.00420550673959455	0	0.0232184652256996	0	0.00132714950485585	0	0.004	0.362492402038814	0.937669408125578
TCGA-B0-5693-01	0.038821334491739	0	0.0148380195799054	0.0657137340737334	0	0.179643342262702	0.0267656093988464	0	0.0011869686199296	0	0.0483333222464705	0.0240878138646997	0.0392388333861226	0.000111262076072703	0.0988988230025021	0.277834171803611	0.026178798492973	0	0.128743322693339	0	0	0.029604644007354	0.117	0.11338441223634	1.03854668846674
TCGA-BP-4341-01	0.0132483222921803	0	0	0.0617381182596474	0	0.339981501405942	0	0	0.00400379465358838	0	0.0351666424433414	0.071997164426986	0.0863135684502726	0.0198814244010743	0.0433751342600772	0.143663749041939	0	0	0.1713284623233	0	0	0.009302118041652	0.879	-0.0141613697190257	1.10109439063236
TCGA-B0-5100-01	0.0536400197190061	0	0	0.0587421517593494	0	0.185409558687416	0	0	0.0654342702110053	0	0.118476245837329	0.0300570603700636	0.0288890282588956	0.181499777509441	0.0840565005658086	0.122368952187429	0	0	0.0669133101897508	0	0	0.00451312470450446	0.034	0.184343129791927	1.01906709478125
TCGA-EU-5904-01	0.093343906520541	0	0.0188711862301196	0.0604254506999375	0	0.359378610157737	0	0	0	0.06558435959356	0	0.0274755816953598	0.0521114462316241	0	0.0840370725590369	0.163976258487126	0.0003098209067992	0.00619663737212378	0	0.0439512716794135	0	0.0243383978666215	0.303	0.0654391903803972	1.07108702847154
TCGA-BP-4163-01	0.00981410247929212	0	0.000294692822314395	0.109297502297189	0	0.153555477457492	0	0.0109059660481302	0.0196553322700519	0.0053104571750552	0	0.00153874191598701	0.234292370550605	0	0.102205394038059	0.291830065974742	0.00160664388347893	0	0.059693253087604	0	0	0	0.00700000000000001	0.298397152028268	0.967044792153814
TCGA-AK-3451-01	0.0103139697030876	0	0.00455043908262021	0.300763446648167	0	0.057903458883151	0	0.0150350768626078	0.00173710633701083	0.0591680937593821	0	0.0435061039268651	0.0385834951977248	0.0410635533225997	0.0495356345312559	0.192135697249962	0.0936507883087173	0	0.0908862584896171	0	0	0.00116687769723135	0.00800000000000001	0.275740344388555	0.977505073495505
TCGA-B0-5707-01	0.0376687525429299	0	0.0301080704169443	0.0432638815966816	0	0.188407762338084	0	0	0.0102958061638251	0	0	0.0461403511961111	0.0137929945005065	0.168843520878505	0.00981465009997541	0.340112314937934	0.0379740087249469	0	0.0637055150883588	0	0	0.00987237151519833	0.01	0.258638549999494	0.987103219235032
TCGA-B0-4706-01	0	0	0.00821485832279654	0.337342721185764	0	0.0789823338345274	0	0.00868972834271836	0.0299002087400014	0	0.174336608402419	0.0746915868302328	0.037467805122766	0.0158503895585275	0.0969369047868971	0.038067993877108	0	0	0.0995188609962421	0	0	0	0.002	0.423460898016456	0.924719022390659
TCGA-A3-3307-01	0.00109909880151194	0	0.000803466646708748	0.291399442728767	0	0.106933775776268	0	0	0.00765561357334242	0.0340476462255074	0	9.20142018793364e-05	0.136323856658159	0	0.119663701377796	0.242329277586461	0	0	0.0488416146246911	0	0	0.0108104917989081	0.00600000000000001	0.312880680015517	0.963486921225093
TCGA-B0-4816-01	0.0279474255625582	0	0	0.0982486613729251	0	0.155707387608947	0	0	0.0281868077455417	0	0.0889366648946291	0	0.262702322148542	0	0.0421043856395231	0.254714236282537	0	0.000946917979492616	0.0387909884924165	0	0	0.0017142022728883	0.00900000000000001	0.268091482000052	0.979650988039107
TCGA-BP-5181-01	0.0425743277603823	0	0	0.133875992813959	0	0.234604151359386	0.00258683810213554	0	0.00759382704730877	0	0.0132302563755329	0.0384248075592506	0.0759218371910438	0	0.128379431371574	0.214112418964913	0.00495412245672236	0.00487417816187092	0.0959165915690092	0	0	0.00295121926691193	0.016	0.235063411356217	0.995050851653356
TCGA-A3-3335-01	0	0.0195564842789764	0	0.0523294667399222	0	0.446024306595286	0.0205741553355836	0	0.00339130776456503	0	0	0	0.0321082720322967	0.054582702906013	0.0525375019962071	0.229108111898339	0.00301927916937785	0.00683180316262566	0.0353944278923656	0	0	0.0445421802284425	0.228	0.0837980402937536	1.06348810297372
TCGA-BP-4967-01	0.00732628150332259	0	0.0582669340689308	0.0283538643147306	0	0.184352150788742	0	0.00153228148761833	0.00960395779855481	0	0	0.0875432927397001	0.0353983267934138	0.0483043355356067	0.0715243905889521	0.314496005304003	0.00120211369531558	0	0.139188013262496	0	0	0.0129080521186136	0.088	0.130571503434257	1.03419659871931
TCGA-B8-4148-01	0	0	0.0101980321142227	0.4884404152156	0	0	0	0.0590920817012021	0	0.0944102410144449	0	0.0809472348257193	0.0533962718336466	0	0.0871308037387955	0.117400591040486	0.00521804931697791	0	0.00376627919890435	0	0	0	0.00700000000000001	0.287560723072922	1.01137745430714
TCGA-BP-4798-01	0	0	0.047340526411754	0.499049504408057	0	0	0.00430635418855397	0.00320520047708178	0.0281322842307067	0.0864732306872987	0	0.0197586820798105	0.0765712386287222	0	0.0943506776093057	0.124414478839613	0	0	0.0163978224390961	0	0	0	0	0.492076870191295	0.87258653611931
TCGA-AK-3445-01	0.00854338480267155	0	0.0120756764713661	0.135193049168628	0	0.256005441559326	0.0139634233989999	0.00350131176783254	0.0593577035195881	0.00604654658013688	0	0.0218665851106996	0.000232339941878189	0.0103974531028445	0.110746489120272	0.25419734733049	0.0169619241619158	0	0.0889875341124608	0	0	0.00192378985089083	0.00600000000000001	0.31817826199945	0.956690141715156
TCGA-B2-3923-01	0.0722793127215239	0	0	0.0394394609689031	0	0.183914001958299	0	0.00245921277775302	0.00677861901860135	0.0452112025431337	0	0.0621455094676454	0.0141966689384703	0.0483002496926544	0.0494382138377377	0.347242805221756	0.0154687731153082	0.0115484177492005	0.0743395649621651	0	0	0.0272379870268476	0.613	0.0205660790414429	1.08321014659549
TCGA-BP-4991-01	0.0430377849948106	0	0.00224249659261322	0.0650512758113105	0	0.196900201225423	0	0	6.37983445817225e-05	0	0.0637079391656479	0.0251772286172442	0.0410338015535603	0	0.10740680180317	0.332584908558386	0.0108690894525651	0	0.0990009213973767	0	0	0.0129237524833097	0.048	0.162964890431203	1.02486406217606
TCGA-A3-3357-01	0.00464152067846577	0	0.00943206532040049	0.211229517399839	0	0.083774148293261	0.00898813719018226	0.000826589133561116	0.0124415497671118	0.079199193615876	0	0.0427620470001543	0.021655496585712	0	0.0275146148358207	0.383815127546289	0	0	0.0953056520919252	0	0	0.0184143405414017	0.033	0.190041051530585	1.01945639030231
TCGA-A3-A6NJ-01	0	0	0.0158578919070456	0.494876338276716	0	0.0447363959139983	0	0.0221508930055564	0.0420168763234268	0.0330835554736	0	0.0404662863872931	0.0658013149141714	0	0.109091559251615	0.0905743233684827	0.00430155791425586	0	0.037043007263839	0	0	0	0.003	0.390954090139969	0.937371483701191
TCGA-BP-4774-01	0.0260641584509702	0	0	0.173361098870439	0	0.199126691746954	0	0.0212477809701918	0.000812373848016147	0	0	0.118948545827237	0.0579646245280956	0	0.0947517910199632	0.137345055217952	0.00256709189468836	0	0	0.167810787625493	0	0	0.228	0.0837575966129444	1.09177888490987
TCGA-BP-4352-01	0	0	0.092161706834624	0.0431408426800642	0	0.338502525426614	0	0	0.0688652563735011	0	0	0.0765543912577807	0.0269643520847154	0.000241329347149357	0.105803977343187	0.205788344725217	0	0	0.0419772739271467	0	0	0	0.709	0.00761042015300169	1.09211429467977
TCGA-BP-5173-01	0.000238684665158957	0	0.00422626742275526	0.464475818018617	0	0	0	0.0523989993479512	0.0243774940820807	0.104544389206179	0	0.0414961036328358	0	0.00883132639429258	0.10167112254488	0.128402572438265	0.016378241710992	0.00218399665297716	0.0507749838830153	0	0	0	0.003	0.399527192209932	0.934272333862907
TCGA-CW-5588-01	0.00694402058114336	0	0.0238895699823809	0.0704262439028863	0	0.112540231764934	0	0	0.0361578114828879	0.00725775247606295	0	0.0336895666349407	0.00066097395846134	0.159297150616669	0.0645106138527589	0.364343930235295	0.00535231120464236	0	0.0951891671778339	0	0	0.0197406561291033	0.004	0.375935778584152	0.931049132061537
TCGA-B0-5109-01	0.0430710265118367	0	0.106737118695992	0.345489429272438	0	0	0.148256336301668	0.0167076557528506	0	0	0	0.0687492206981964	0.020428115925009	0.0258882643487349	0.0894426821056856	0.0723792402217356	0.0195669833436762	0	0.0275129928666166	0	0.00107480538825986	0.0146961285672996	0	0.522821606665131	0.853522236432752
TCGA-BP-4329-01	0.0316989555422543	0	0	0.10247662053663	0	0.190918234687749	0	0	0.0134730181123258	0.00597371061613404	0	0.0391142255530717	0.0954224209728839	0.0629152106969039	0.128739329396781	0.206386632190214	0.0198477096689152	0	0.103033932026138	0	0	0	0.032	0.195258657497145	1.0104650657842
TCGA-B4-5838-01	0.0443132783919705	0	0.00835361787709374	0.193562792216645	0	0.194056364073596	0.00573967864952081	0.000529481021568623	0.00421916468402477	0.0351907231288809	0	0.00902376070980556	0.00625272423866401	0.0581495760599684	0.130488350136652	0.21248440064263	0.0228154392335061	0	0.0631664703986296	0	0	0.0116541785368437	0.021	0.215777850872872	1.00650010565206
TCGA-A3-3362-01	0.0533347442491105	0	0.00070393318288027	0.168915641833589	0	0.234466031376567	0	0	0.00799473626542079	0	0	0.0100016754551435	0.0905689875889719	0	0.098274017061544	0.246646867720282	0.000543694155808914	0	0.0709859327571378	0	0	0.0175637383535441	0.027	0.199730247425377	1.00821532217917
TCGA-BP-4976-01	0.0146633316347292	0	0.0150752625099324	0.0533175642571108	0	0.236507269797403	0	0	0.006046924769078	0.00164689482441828	0	0.0517992972476945	0.128595942711002	0.000924184433163379	0.0943569013378782	0.243954437131628	0.0188272849054017	0	0.116373283083681	0	0	0.0179114213568791	0.249	0.0776170840272456	1.05496042132149
TCGA-CZ-5465-01	0.00396518123415826	0	0.0176344529104796	0.00855592265400761	0	0.294953144069448	0	0.0194649852145822	0.0152684179673004	0	0	0.0706069372490036	0.0415928669859981	0.0471477294219012	0.122539601470277	0.200618553294922	0.0168982924189085	0	0.134465796452434	0	0	0.00628811865657989	0.088	0.130489829790767	1.03791863481201
TCGA-T7-A92I-01	0.00374538085215386	0	0.040497321656092	0.130047309564221	0	0.263963219952494	0	0	0.000486458650158731	0	0	0.0567480937818723	0.0657426330605959	0	0.00993458334266903	0.31683670745694	0.00992717939665609	0.00457643359820798	0.0872498229362158	0	0	0.0102448557517242	0.102	0.121768548673398	1.04016633564401
TCGA-AK-3440-01	0.039973822623522	0	0.0116445654467356	0	0	0.194892417867546	0	0.0306419161400406	0.0117894120751517	0	0.0664676303906017	0.0210270614381558	0.045385390883277	0.0465004996760813	0.0429988362290337	0.22770003795319	0	0.207026506432185	0	0	0.0539519028444792	0	0.506	0.0325357070489384	1.08467922954926
TCGA-CJ-4870-01	0.00386253151409712	0	0.00949929999569542	0	0	0.308263644930188	0	0	0.00747830226927439	0.0116973776531769	0.00812398395584289	0.0291038978811256	0.106279492596675	0.143967500696823	0.0288834360442235	0.170949774925232	0.00855999899963247	0.000513403693963914	0.146870146049425	0	0	0.015947208794625	0.07	0.142949790648635	1.0289000364376
TCGA-BP-4992-01	0.0122427178820522	0	0	0.362148423969441	0	0.228146881424301	0	0.0632148329110394	0.024630869211029	0.0107072555597385	0	0.0988727288622908	0.0229605975823935	0.00780104726676665	0.0924236461670041	0.0562943275502395	0.0100948030530529	0	0.0104618685606513	0	0	0	0.002	0.415121911967828	0.928828447264267
TCGA-CZ-5454-01	0.00984687722468629	0	0	0.0332682840648313	0	0.173366417372716	0	0	0.00559909400667948	0.0252816913390535	0	0.0507357999742452	0	0.171404213311713	0.0270715064206643	0.426776425098533	0.0213136050195633	0.00103923722604903	0.0376471168244404	0	0	0.0166497321168246	0.002	0.425310182845803	0.908718769762773
TCGA-BP-5001-01	0	0	0.00569970511323751	0.336419723647588	0	0.216648413770438	0	0.063432513582223	0.0577010157932203	0	0	0.0859928130588439	0.0123938279323764	0	0.0783803725449627	0.104052403282577	0.0100225399569168	0	0.0292566713176168	0	0	0	0.374	0.0527374548848937	1.12385226256177
TCGA-BP-4965-01	0.0316992872944842	0	0.00497346488083693	0.0373850610768638	0	0.257062660063763	0	0	0.00387061111159498	0.0266115716965778	0	0.0250440607731619	0.10636311707134	0	0.101707327400617	0.308764543773285	0.0103995708891545	0	0.0732765505379138	0	0	0.0128421734304072	0.024	0.20665597386567	1.00484830804071
TCGA-B8-4620-01	0.0392925525021439	0	0.00158873867372607	0.0044062275173975	0	0.201525957672589	0.0266270440742632	0.00145980334463133	0.013307553859538	0.0393874344952322	0.0312284792936632	0	0.0418226625529291	0.0981497298986852	0.0368150139501415	0.251256524955564	0	0.0536665504199998	0.00638319589789712	0	0.0264367914853892	0.126645739406209	0.00600000000000001	0.308645052347671	0.961477280209638
TCGA-BP-4963-01	0.0067476706151674	0	0.00241771514101509	0.0845078920686155	0	0.25188159082539	0	0	0.0300688536362274	0.0125726054376272	0	0.0176394297019992	0.10895336764401	0.0738879124622086	0.0972548765394187	0.271752437620592	0.00355474904617065	0	0.0380878695081226	0	0	0.000673029753435166	0.00600000000000001	0.32765537089548	0.95215540506591
TCGA-B8-A54I-01	0	0.0115528096002287	0.343061011615452	0.0910050629542903	0	0.103359005611757	0.0372285763667763	0	0.0451351353937844	0	0	0.0395505137839711	0.000678396898104793	0.000977963589439032	0.0168110709456833	0.206238413700239	0.0207604188178421	0	0.0668459943173513	0	0	0.0167956264050807	0.002	0.423108489984166	0.90976240749014
TCGA-DV-5569-01	0.0595230274411001	0	0.00313961899037938	0.156802417811508	0	0.194648931177584	0.00271273702580985	0	0.0292479470138619	0.0433336956321441	0	0.0445162512991365	0.0513390039978606	0.0508520853551688	0.105070634389456	0.187888154186897	0.00874741730673554	0	0.059087855774614	0	0	0.00309022259774501	0.018	0.218729885138553	1.00269427937364
TCGA-CJ-4881-01	0.024183558056311	0	0.111850963046167	0.154039003664419	0	0.0929554877332655	0.00146995754652775	0.0184662934645729	0.0501112983636291	0.0347728198979873	0	0.0382315193401241	0.106399654165293	0.0284934213845148	0.0619929535077489	0.204438381221735	0.00186084854102741	0	0.0379150875083876	0	0	0.0328187525582895	0.00600000000000001	0.307239515405332	0.955430854115207
TCGA-A3-3382-01	0	0	0.000693867826761252	0.230944849961218	0	0.291308744684806	0	0.0055442915200587	0.00441035994407683	0.00430782512654275	0	0.0259553582499899	0.00631817749350557	0.0179344708718536	0.0854165643817776	0.30174906293113	0	0	0.0229023373835645	0	0	0.00251408962471557	0.019	0.216579189239095	1.015253520375
TCGA-BP-5170-01	0.0341188625543503	0	0.0372275366586433	0.0959838162566325	0	0.183759283264751	0	0	0.0198710138898499	0.0507195673141242	0	0.000309548239401493	0.0208702933228996	0.0342487587552268	0.0288532607416997	0.427975068579326	0	0.00436015792850477	0.0267673682108453	0.025412940985515	0	0.00952252329822944	0.00600000000000001	0.317980802533245	0.957061552675731
TCGA-CJ-6032-01	0.0291926040191987	0	0.00245160757524967	0.368292175504759	0	0.0720450456280935	0	0.01663623430359	0.00861632001844633	0.0478335225441748	0	0.0414975154386685	0.0684454358635602	0.00197090316186048	0.119507263643491	0.198048595558417	7.30034934588591e-05	0	0.0253897732470319	0	0	0	0.15	0.101766810451733	1.07868167006144
TCGA-B0-4846-01	0.00333139515073935	0	0.00891559151867849	0.160366969873615	0	0.222971535826245	0	0.00778269539509693	0	0.170381791216118	0	0.068438076441161	0	0	0.163990627443335	0.131296073513161	0.0183590045697295	0	0.0366155491687101	0	0	0.00755068988341068	0.00700000000000001	0.279226392592051	1.00352303578466
TCGA-BP-5194-01	0.0405820808120352	0	0.0208008289579033	0.107325649691885	0	0.188693915259651	0	0	0.0073352992725254	0.0250364188381042	0.0414792101952984	0.0189265984024075	0	0.0748735725580708	0.0677391522631993	0.300077345414182	0.0221162195521746	0	0.0817881650055153	0	0	0.00322554377704918	0.093	0.126717376134632	1.03794020977084
TCGA-BP-5183-01	0.00845143427610477	0	0.0097163821949463	0.35525828897745	0	0.0737155253101823	0	0.0590692939005247	0.0362978700550946	0.0310764543031926	0	0.0305477314514493	0.0852923935267578	0.0138001363586501	0.0891255273791435	0.163279330974353	0.00659567002906854	0	0.0377739612630826	0	0	0	0.00600000000000001	0.305493077779913	0.970273654502843
TCGA-MM-A564-01	0	0	0.00644664427474632	0.0664080187153978	0	0.14116860361734	0	0	0.0150237249927884	0	0.210559095154719	0.0904911670460661	0.177867580981529	0.0276413683989987	0.0454232070916425	0.147616630616074	0	0	0.0713539591106988	0	0	0	0.012	0.242224249927687	1.01085974573805
TCGA-BP-5201-01	0	0	0.00742900648919096	0.447155887395061	0	0	0.0290364234958014	0.0644543609780311	0.0626130046574826	0.134090167633288	0	0.0233973878147448	0.022201694555216	0	0.10080842469344	0.0933447184575935	0	0	0.0154689238301516	0	0	0	0.00700000000000001	0.285751613955576	1.00841828041846
TCGA-CZ-5464-01	0	0	0.0173493627441919	0.214137922373606	0	0.0554721344881793	0	0.031967262157684	0.071303474513613	0.103042752404045	0	0.0702884055183741	0.0524686102692197	0.0524349852872988	0.0865388677843443	0.177952432733168	0.00495924195417929	0	0.0620845477720972	0	0	0	0.004	0.379637157855387	0.930353312541147
TCGA-B8-4621-01	0	0.00192648658443798	0.0172078973262952	0	0	0.133788578580318	0	0	0.0239110019256694	0	0	0.0455460072088354	0.0928861334864575	0.0591407373467832	0.0345922099796922	0.442534226045777	0	0	0.118761791494329	0	0	0.0297049300214054	0.00800000000000001	0.27413006737631	0.982370030973115
TCGA-B8-A54H-01	0	0	0.00737719979288052	0.513729862894355	0	0.0716682277125121	0	0.0505569226390669	0.00218393261833672	0.0558374812443344	0	0.0514055739085761	0.0435563347413974	0	0.0500755047766081	0.0986084143968275	0.00176617647140887	0	0.0532343688036963	0	0	0	0.011	0.251324275180928	1.02682555724735
TCGA-AK-3454-01	0	0	0.0389325172630819	0.259208801672425	0	0.149356065954785	0	0	0.0410326061813246	0	0	0.0543052778035749	0.00176509069370935	0.0407777232386994	0.050562750028211	0.305438980900886	0	0	0.0586201862633026	0	0	0	0.00800000000000001	0.2766764424067	0.978278281658158
TCGA-B0-5092-01	0	0	0.00702666419863445	0.560773403872871	0	0	0.00161530710690248	0.0424414802683726	0.0628222962281389	0.0929691004270658	0	0.0530667723120926	0	0	0.0774408987195894	0.0844376627504102	0.0079916419069054	0	0.00941477220901731	0	0	0	0	0.572060274485603	0.823842649392797
TCGA-B0-4817-01	0.000792483713724217	0	0.0542172284844338	0.0167743138701222	0	0.155121225296947	0.00389125115838984	0.0356499646695241	0.0152077617754384	0.00274755361510032	0	0.0502079331422425	0	0.0545121512771265	0.036384092351838	0.0828046923513657	0	0	0.0332432629176275	0	0	0.45844608537612	0.023	0.20942439149917	1.08008310259899
TCGA-CZ-5466-01	0.00851918279895337	0.00451320418066998	0.0129709038239343	0.193438767289203	0	0.107800368151684	0	0.00716178260635738	0.070492547916893	0	0	0.0518393976335695	0.0126063859763331	0.126250974632225	0.0727317785738777	0.219400830495985	0.0596656345644951	0	0.052608241355819	0	0	0	0	0.485206425092486	0.874296990264084
TCGA-B0-4712-01	0.0142302135269642	0	0.00769981639999421	0.173588565553161	0	0.123658512875725	0.0366369507951224	0.011982257512151	0.0568391156453575	0.0476075779071923	0	0.0508270897540875	0.0602849142489627	0.112150994776848	0.132938569588065	0.144659822255931	0	0	0.0268955991604374	0	0	0	0.00600000000000001	0.324577830259319	0.957752203489312
TCGA-BP-4160-01	0.000103792813475576	0	0.00883233291707919	0.511130521381329	0	0	0.0112029141667598	0.0332466888869915	0	0.153968634155033	0	0.0273466150341559	0.0326571445183953	0.00350726514310621	0.0615384937803401	0.145123203905044	0	0	0.0113423932982902	0	0	0	0	0.510302155098595	0.865857831699095
TCGA-CJ-4912-01	0	0	0.216124146607992	0.0275218750521969	0	0.194034128502568	0	0	0.0906004478098892	0.00970198258447549	0.0154777505989538	0.064165446290917	0.0349977401628361	0.134575358844489	0.0127296529640472	0.187561241108872	0	0.00907220737626316	0	0	0	0.00343802209650021	0.034	0.181323013253333	1.00740227426853
TCGA-CW-5583-01	0.0708431692557319	0	0.0172674371951446	0.147413316022738	0	0.13793161993563	0	0.0129236877729781	0.0289956640078118	0	0.0674769551195174	0.0349710915690748	0.0374960310908874	0	0.121483354398937	0.172428446694016	0.00219131726667297	0.00550586407703718	0.109676840082168	0	0	0.0333952055116552	0.089	0.129357894613569	1.03992613294171
TCGA-B0-5713-01	0.0174508106748981	0	0.00793357378489137	0.199184772249594	0	0.16494242786259	0	0.0309225379642062	0.0021573961889822	0.031713821989086	0	0.0954076449715977	0.0682426467070113	0	0.175259551346166	0.118090822296017	0.00640043244072702	0.000917436615597898	0.0813761249086351	0	0	0	0.034	0.183753291548415	1.0406569034722
TCGA-CZ-5987-01	0	0	0.03042971309677	0.179195877144777	0	0.237387696845827	0.00142152331840478	0.0526325446742042	0.0533068782366187	0.0274385193377561	0	0.00276774227819535	0.117781118073358	0.0148017898910179	0.0983492388036965	0.133042893327525	0	0.00352675633424836	0.0435150146025746	0	0	0.00440269403502578	0.019	0.216654889277954	1.00522783496177
TCGA-AK-3443-01	0.13905074199008	0	0.0121854400567043	0.00349543601724278	0	0.127517514986142	0	0	0.0205052525962916	0.014903037716275	0.015994923277539	0.0292914624983802	0.1157509449162	0.140998265899646	0.00540382839394464	0.0916383721518388	0	0.10020286394966	0.141520203029383	0	0.017497586174382	0.0240441263462914	0.819	-0.00681435143018694	1.07803961913515
TCGA-BP-4763-01	0.0333018445078094	0	0.00932853330661525	0.142605222072425	0	0.193697356881167	0.0164562691609005	0.0273635904796203	0	0.0700137349834898	0.00155035818833609	0.0027179559275991	0.0383699061832836	0.0131956615013983	0.158179797103676	0.203084525917607	0.0228503231613354	0	0.0672849206247376	0	0	0	0.033	0.186521514845599	1.02226589436402
