"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"APOO",-1.27869748244883,4.78492266264286,-17.389083308312,6.85837824997672e-55,1.96704339719553e-53,113.843866856229
"BIN2",1.69522416549145,3.41015395450329,17.3757088923888,7.99802755422279e-55,2.29053643744504e-53,113.690612633919
"MAGI3",-1.70252505130374,2.41478899531588,-17.3733881684101,8.21420790203617e-55,2.34899848553389e-53,113.664023824514
"AHNAK2",2.93836020740538,3.58438521345428,17.3517162023431,1.05367749384552e-54,3.00876605599842e-53,113.415780065774
"AK3",-1.44019863439992,5.54865639131135,-17.3505910942919,1.0673842313422e-54,3.04344951226125e-53,113.402895094233
"DOK7",-1.37750748567825,0.732160959867448,-17.3463202287218,1.1210546106061e-54,3.19181431688333e-53,113.353986677937
"NXPH4",3.23970663816584,3.97245670090563,17.3386972991226,1.2236326207949e-54,3.47879110836194e-53,113.266701178895
"EPB41L5",-1.71261336165833,3.50138088191162,-17.2789771007474,2.42863267638039e-54,6.87454616653798e-53,112.583307364937
"MYDGF",1.22898769519399,7.0456468969881,17.2787786046941,2.43416948699261e-54,6.88023297171258e-53,112.581037187176
"THSD4",-1.88932340195476,2.16607552041441,-17.2735026488319,2.58604596869101e-54,7.29893697936046e-53,112.520699737938
"HCK",2.00326042183834,4.22031339508215,17.2289883875265,4.30833851239326e-54,1.21424170530644e-52,112.011858428438
"APEH",-1.26467976081832,5.42954007202193,-17.2288383480305,4.31575400600324e-54,1.21457648454663e-52,112.010144051336
"BDH1",-1.95147067259981,1.64330250766528,-17.2222937845407,4.65191788250183e-54,1.30729617381028e-52,111.935369467871
"ACKR2",-1.15339912309084,0.68543425011733,-17.2214012718346,4.69974383503729e-54,1.31883602898895e-52,111.925172824732
"CST7",2.82623964108123,4.83895785899223,17.2180621142258,4.88306985954835e-54,1.36831194641913e-52,111.8870256516
"SLC13A3",-4.06216628182393,1.95039681389853,-17.2157138381837,5.01625404813804e-54,1.40361553372792e-52,111.860199941188
"KCNH3",-1.07559296044786,0.590403383421804,-17.2095990649894,5.3803225457462e-54,1.5033299514282e-52,111.790352958182
"WNT7B",-2.1003600216983,0.599658295874106,-17.2092709275403,5.40058885781694e-54,1.50683382680978e-52,111.786604983949
"NLRC5",1.79245247057799,3.45565193664839,17.2055316035092,5.63698913178431e-54,1.57054570053128e-52,111.743896204728
"DACH1",-2.08281932434829,2.21626153897453,-17.2034893601002,5.77043321582279e-54,1.60543165489575e-52,111.72057195124
"PLOD3",1.35120971581381,5.77560471275875,17.1981350685365,6.13545765050461e-54,1.70455599085173e-52,111.659425425788
"EHD2",2.32679091364956,7.54788139350302,17.1973355359457,6.19190878276907e-54,1.71779227582283e-52,111.650295220081
"TBC1D24",-1.22817927086496,2.69807764343629,-17.19645397772,6.25475260422179e-54,1.73276193238832e-52,111.640228489223
"CCM2",1.03036753043561,4.11242841795675,17.1849167646192,7.13836822325368e-54,1.97194894416596e-52,111.50849776324
"MS4A6A",2.37123596301853,4.87229333940208,17.1648848277649,8.97869147617374e-54,2.47682347750801e-52,111.279843955426
"CLIC5",-2.86863112106183,2.47005918695047,-17.1619397623771,9.2865629132629e-54,2.55813328386111e-52,111.246234994461
"SLC37A2",2.03324423733065,2.86707802871177,17.1563062510223,9.90514471581219e-54,2.72468317901954e-52,111.181950882866
"ST6GAL1",-2.22380574384326,5.23979918215451,-17.1561385061585,9.92418126106159e-54,2.72607474837302e-52,111.180036849234
"CAVIN3",2.16545850341396,5.97184422002047,17.1522469865549,1.03762102827394e-53,2.84623388388562e-52,111.135634836826
"CLEC2B",1.94545800935908,3.9779327584574,17.1520174998781,1.04034997033264e-53,2.849711442612e-52,111.133016510673
"ALB",-3.57635209287916,1.89400557959083,-17.1495234668545,1.07047386741555e-53,2.9281138620204e-52,111.104561607177
"ABAT",-2.30867368051057,3.01699256996732,-17.1417437374349,1.17014997166679e-53,3.1962793973974e-52,111.015809930682
"PDHA1",-1.14864597079157,5.68707726233743,-17.1404000669528,1.1882806582001e-53,3.24126401075196e-52,111.000482591427
"CNTN3",-1.96020976815445,0.837851747848334,-17.1398746870466,1.19544585010434e-53,3.25625424784705e-52,110.994489655345
"C5orf67",-1.51149889628846,0.936737349043736,-17.1356136905127,1.2551742315688e-53,3.41417894536769e-52,110.945887294218
"CARD16",1.68299317173956,3.865873607594,17.129114654489,1.35206100765533e-53,3.66748898919358e-52,110.871764781437
"C1QTNF6",1.71555981421839,3.00160839696651,17.1270810955865,1.38388428098419e-53,3.74859654611592e-52,110.848573634381
"SMIM22",-2.33699489260573,1.05381785939383,-17.1243137287027,1.42839550128286e-53,3.8637999253148e-52,110.817015443338
"MS4A7",2.38160323105084,4.89127874993225,17.1175106222036,1.54398923194862e-53,4.17069556657811e-52,110.739442100797
"NR3C2",-2.14538791920817,3.03667453678242,-17.0868037017456,2.1934745908272e-53,5.91692046264218e-52,110.389429418896
"LDHA",1.77611111282951,9.35381821617917,17.0849421727572,2.24064964048226e-53,6.03582733954773e-52,110.368217498972
"HPD",-4.16583909603623,2.67877081917528,-17.0745924379821,2.52201700096524e-53,6.78439966480347e-52,110.250297424328
"THEMIS2",2.02852515129881,4.25551281893518,17.0744385837704,2.52645539537707e-53,6.78697790303566e-52,110.248544660323
"MSC",2.78947024000974,4.88855106383803,17.072156749401,2.59320475854509e-53,6.95670872158252e-52,110.222549778179
"GPD1L",-1.79095368998063,4.12412989416525,-17.0610119005983,2.9453958475949e-53,7.89066692522574e-52,110.095603209338
"FAM171A1",-2.10312555909389,4.57950629483753,-17.0588305082772,3.01972608671208e-53,8.0786992961791e-52,110.070759068765
"SYP",-1.10414154557222,1.30659510905843,-17.0399186525525,3.74789561163907e-53,1.00130422073694e-51,109.855414178685
"APOBEC3G",1.92493231319157,3.63798526844784,17.0299100466047,4.20170326976326e-53,1.12100983406557e-51,109.741480885545
"TRPM6",-1.09087370421772,0.587519843509124,-17.0275127727298,4.3183046923038e-53,1.15054503297816e-51,109.714194772485
"ADAMTS16",-1.97191917951668,1.32421089329102,-17.0189321734016,4.76276674784808e-53,1.26723383196836e-51,109.616539736895
"HECW1",-1.35589939687224,0.535107074708262,-17.0133436363954,5.07651528158129e-53,1.34887299096294e-51,109.552945990252
"OLFML2B",2.55759796394566,5.20806641078935,17.0116830753237,5.17365792264294e-53,1.37281429204497e-51,109.534051289235
"VSIG8",-1.08755325082494,0.607077144643104,-16.9979730901439,6.04996681925275e-53,1.60315900646585e-51,109.378075893205
"PLAG1",-1.06870263949012,0.682270353822502,-16.9834164607787,7.14306989040696e-53,1.89024819637187e-51,109.212514836611
"ASF1B",1.75342147039375,2.90596174444847,16.9812167113486,7.32459218657699e-53,1.93565747174541e-51,109.187499966655
"UGT2A1",-1.05596611678122,0.183856966228007,-16.976730418844,7.70919640616504e-53,2.03453934383541e-51,109.136486631457
"DPP9",1.32697952594461,4.74726035564329,16.9750099249058,7.86198366570483e-53,2.07205766800326e-51,109.116924218114
"BTK",1.72878292867482,2.65650889507716,16.9716095161775,8.17290261461456e-53,2.15109473269673e-51,109.078262758996
"LAD1",-3.42034716585711,3.031796072205,-16.9657873476357,8.73402192254736e-53,2.29568233902212e-51,109.012072826097
"GABARAPL1",-1.74154438315353,6.30770568913479,-16.9622219329921,9.09646412104781e-53,2.38773001013184e-51,108.971542835006
"TFAP2A",-2.11628430843839,1.16077824704301,-16.9335035195233,1.26200291585113e-52,3.30817780481783e-51,108.645190625089
"CMTM4",-2.04488549401692,4.40823000215968,-16.9153175468547,1.55259879348957e-52,4.05902604147815e-51,108.438625027991
"EFHD2",1.40320959288169,6.11848900245572,16.9148891278003,1.56019548584804e-52,4.07342604558156e-51,108.433759737854
"MT1G",-5.02569335545042,4.64201720578477,-16.9050534004859,1.7451799258195e-52,4.5503000124676e-51,108.322073047583
"CCDC88B",1.67014398880704,2.45144012697517,16.9013820697192,1.81970622644856e-52,4.73828178029722e-51,108.280390030583
"SLFN13",1.82017127220354,3.54889497703889,16.8865614840034,2.1542751972269e-52,5.59451786571454e-51,108.112153756874
"CD52",2.35779641541476,5.63453550507885,16.8774495717249,2.38977091441467e-52,6.19783273189219e-51,108.008744766224
"HOXB6",-2.05829805610062,3.50430500382408,-16.8658306750751,2.72769354703175e-52,7.06483495986193e-51,107.876912402279
"VAV1",1.87787513367287,3.03706768095144,16.8568282777338,3.02197404690597e-52,7.81665249825029e-51,107.774789299235
"CSF3R",1.85146070486202,2.521308021165,16.8543630234693,3.10795031486329e-52,8.02839138950712e-51,107.746826755682
"TAF1D",1.37328454050682,4.23768890678004,16.8525777929509,3.17173092293145e-52,8.18231060713388e-51,107.726578370916
"GPM6B",-1.75711358126985,1.72283345910785,-16.8444278671545,3.47990744322258e-52,8.96547356210963e-51,107.634149938771
"ERICH4",-2.00793827985245,1.22942460001595,-16.830233273358,4.0897040081927e-52,1.05226249698921e-50,107.473205699994
"COL9A2",-2.16929923103724,2.23506629417806,-16.8290654934641,4.1443846209042e-52,1.06492665693669e-50,107.459967011616
"ALX1",-1.50499331317121,0.617220458049682,-16.8218566501871,4.49846839081189e-52,1.1528729175559e-50,107.378250063093
"TMEM140",1.41731401263826,6.9852054042765,16.8186006475428,4.66814602358929e-52,1.19478808265173e-50,107.341345120682
"ARHGAP25",1.60399885513114,3.93854321494224,16.8027502962262,5.58992773022451e-52,1.42883827683576e-50,107.161725770038
"FATE1",1.95466789452556,2.19200532768832,16.798893235886,5.8404562898306e-52,1.49092171492888e-50,107.118025686081
"DGKZ",1.23715080667832,4.29215330391389,16.7985623273147,5.86246491147688e-52,1.49458370154946e-50,107.114276689495
"GRAMD1A",1.27048610963015,4.95271456839175,16.797297796387,5.94733379498137e-52,1.5142408747196e-50,107.099950545382
"CD2",2.82041847203527,4.57981573009155,16.7838286983529,6.93105522749892e-52,1.7624037822935e-50,106.947379505741
"IFFO1",1.55166227026157,3.61091417020165,16.7730871179787,7.83071814016529e-52,1.98857416520369e-50,106.825734948213
"HSPB8",2.37643991012059,7.41993689925875,16.7606504799193,9.01889265857334e-52,2.28732722392921e-50,106.684928420272
"VWA5B1",-1.2343459396329,0.349978058576188,-16.7545368353007,9.66733854104723e-52,2.44859874761096e-50,106.61572365319
"STX4",1.1517141949427,5.24308315774217,16.7522942959642,9.91668752223059e-52,2.50849749346385e-50,106.590340941915
"EMP3",1.68110205019315,6.4498701615024,16.7492277390234,1.02680831228227e-51,2.59402105109341e-50,106.555633317728
"PLK2",2.13756596176823,5.72056362385053,16.7304219460722,1.27118692668847e-51,3.20723915022061e-50,106.342836021485
"FABP1",-3.27132057061516,1.42803210736197,-16.7256094191333,1.34255262212478e-51,3.38292038621443e-50,106.288393266854
"BAX",1.23798989434131,5.66914136510485,16.7209812823562,1.41495327129129e-51,3.56075272903148e-50,106.236041657825
"NOP16",1.06437203920524,4.05087411603244,16.7200411215642,1.43013033362452e-51,3.59430823410811e-50,106.225407562149
"PLEKHO1",1.67152334158905,4.24201062323349,16.6888046497158,2.0383146461996e-51,5.11624846136819e-50,105.872213709395
"TMCC1",1.686362268973,4.98356073740262,16.6814948838255,2.21447360200366e-51,5.55126975062692e-50,105.789595132707
"ILDR1",-2.13709515614234,2.98124010440324,-16.6807155464455,2.23412917882715e-51,5.59335319315353e-50,105.780787432582
"PPP1R18",1.68102648444225,5.48712832997777,16.6795340981272,2.26425894541284e-51,5.66151823235726e-50,105.767435543635
"BTN3A2",1.85853805073353,5.33529988795872,16.6787477012277,2.28453844386414e-51,5.70491079010018e-50,105.758548430445
"ITGAL",2.21670260320895,3.81784917283657,16.6754531883604,2.37148636945267e-51,5.91446274468484e-50,105.721318577272
"CYP27B1",-1.92645989555473,1.2471961482401,-16.6634201127878,2.71807820161203e-51,6.77020168148652e-50,105.585360173767
"EFNA3",1.68686921604584,2.65708357198171,16.6543025651939,3.01397461626574e-51,7.49764629349881e-50,105.482366696912
"TMC8",1.93118744402664,3.05531171527506,16.6478118351749,3.24401238869645e-51,8.05961447347095e-50,105.409058427861
"CPNE6",-1.24740303041966,0.227373628390043,-16.6373553269842,3.65201961399122e-51,9.06174790479272e-50,105.290980832041
"S100A14",-2.37972006917646,2.87382642478996,-16.6282422501381,4.04915314802566e-51,1.00216540413635e-49,105.188095153726
"PALD1",1.7902140576665,4.21720439087045,16.6218555311592,4.35289370005234e-51,1.07597573931712e-49,105.116001746267
"AEN",1.29737586044805,4.03412839404131,16.6164597729924,4.62715939141981e-51,1.14232265330203e-49,105.055102025843
"PHYHD1",-2.66912138582356,2.82303875897942,-16.6128231098436,4.82167466454827e-51,1.18883844478742e-49,105.014060476351
"CORO2B",-2.06430680469513,2.09055540802301,-16.5999471244988,5.57834083894844e-51,1.37366643159105e-49,104.868774406227
"PLA2R1",-2.04922090090123,2.31354346784774,-16.5922566029697,6.08567377867006e-51,1.49670738594454e-49,104.782017707804
"NFAM1",1.66183279626505,2.85830665549466,16.5895925912157,6.27194842806377e-51,1.54057695456584e-49,104.751968376648
"MYO1G",1.78583629152049,2.39222915484288,16.5780605084583,7.14619642159192e-51,1.75311029950072e-49,104.621909571097
"ARHGAP9",1.84012126285454,2.76066728546467,16.5685691228184,7.95624819805871e-51,1.94938076139119e-49,104.514890113789
"ATP6V1H",-1.20193360490466,4.86421342860277,-16.5635855278513,8.41763516642122e-51,2.05983862798887e-49,104.45870676046
"FCGR1A",2.05090922575512,2.68716428409417,16.5577270786952,8.99427663930392e-51,2.19818768541785e-49,104.392668378489
"DEPP1",2.35514369953427,7.96951240355752,16.5550162808854,9.27427995603491e-51,2.26378325384917e-49,104.362114214033
"PSORS1C1",1.5060761275839,1.79383857380781,16.5481596517956,1.00219625841166e-50,2.44322920347533e-49,104.284839268457
"HLX",1.95581411488958,3.24819369453612,16.5475773768692,1.0088162597486e-50,2.45629756727553e-49,104.278277499363
"HOXD8",-1.77637275236371,5.18503512402895,-16.5441234151991,1.04899212684488e-50,2.55093434536855e-49,104.239355848082
"CTSW",2.53355525824969,3.94729674549636,16.5320634225008,1.20221222875746e-50,2.91626182804188e-49,104.103478440803
"LOXL2",2.69890659599522,5.24516632897662,16.5065438383007,1.60405666918495e-50,3.88620089678437e-49,103.816072878088
"PRDX4",1.42874203818303,6.97114855251258,16.4949509407205,1.82847748058156e-50,4.4244164148613e-49,103.685565051023
"CCNA2",1.67827900942779,2.55687551563647,16.4868627514922,2.00335741326252e-50,4.84157120580655e-49,103.594531454624
"FA2H",-2.08324700622795,1.32095307854124,-16.4762844548924,2.25750944899029e-50,5.44903549302693e-49,103.475495915217
"SFTA2",-2.04116393806773,0.7913315279805,-16.4761068895513,2.26203944835749e-50,5.45322068743092e-49,103.473498044093
"NAV2",-1.42831329470367,2.83549698226344,-16.4752742966908,2.28340163701472e-50,5.49792371934544e-49,103.464130255112
"NCF4",1.83749543846257,3.95029568072535,16.4562478481262,2.83039625122804e-50,6.80656203300868e-49,103.250104217418
"RNF149",1.31418990779743,5.66608418976061,16.4462897764439,3.16697659335389e-50,7.60659415026857e-49,103.138123202463
"KDF1",-2.20825087306126,2.63190047645365,-16.4460672458729,3.1749376463882e-50,7.61633566021021e-49,103.13562107369
"NUDT4",-1.60660453330409,3.77524291042594,-16.4208118035325,4.22130104358476e-50,1.00892198839502e-48,102.851730093661
"VWF",3.06885253159138,7.54003794724674,16.3959887731357,5.58434701193048e-50,1.33306633749915e-48,102.572856047652
"MATK",1.394220367486,2.00446052035947,16.3814767501809,6.5763971499848e-50,1.56796422513635e-48,102.409892942161
"RPS19",1.38250319901955,8.80777510818783,16.3773416098263,6.8900038146526e-50,1.64072947981892e-48,102.363467043503
"BTC",-1.68495724471311,2.07094491733422,-16.370420605302,7.44863600014547e-50,1.77159448671753e-48,102.28577348944
"AFM",-2.68918557161956,1.18803332659252,-16.3675475086164,7.6936123847194e-50,1.82763120997786e-48,102.253524357464
"SLC20A2",-1.26501892042358,3.9313240428433,-16.3480328968749,9.58431057484546e-50,2.27123704910341e-48,102.034537719642
"CSTA",1.77120381140305,2.72006678033342,16.3479198768385,9.5965128540366e-50,2.27136881301306e-48,102.033269727758
"CSPG4",2.54872594735416,5.17734344248407,16.3397668754017,1.05189151234592e-49,2.48667153518576e-48,101.941808344844
"POU5F1",2.71178477100646,4.29537279459403,16.3267769045702,1.21747454123786e-49,2.87114945317557e-48,101.79612028966
"KCNMB2",-1.39468353179605,0.718059533973254,-16.3240163099531,1.25588539934858e-49,2.95815615259606e-48,101.765164602473
"PDK1",1.68066615285612,3.59258068476456,16.3195895035427,1.32002033941458e-49,3.10547125206302e-48,101.715529065923
"MAP3K9",-1.1957278512559,1.12070317281842,-16.3157206573717,1.37874238010045e-49,3.23971236615653e-48,101.672153764346
"PTPRE",1.51284238322617,3.30050231010971,16.2991125774197,1.66191423278004e-49,3.89571073099869e-48,101.485997034921
"GBP2",1.89528815217087,5.70242400450199,16.2952275232572,1.73612723882747e-49,4.06478866012631e-48,101.44246044532
"FBXL8",1.42567795431973,2.79672997903249,16.2939489637407,1.76126670602857e-49,4.11870318557257e-48,101.428133534982
"JAK3",1.95930789129893,3.39507279065382,16.2791374569629,2.08037123997839e-49,4.85328711642326e-48,101.262193743385
"C4orf47",1.96877083866086,3.5088981984284,16.27466961293,2.18750922080247e-49,5.097131700515e-48,101.212149635253
"CASP1",1.6685508549725,4.31811932571209,16.2698582952729,2.30904866267727e-49,5.37391122532158e-48,101.158264058725
"PPP1R36",-1.43343415862945,0.780705158303685,-16.2662970816728,2.40332825231635e-49,5.58666399343573e-48,101.118383192725
"EZH2",1.34466754745749,2.36890377958641,16.2540603219857,2.7575422906857e-49,6.40242229705275e-48,100.981372729868
"TRIB3",2.58131626991145,4.81597047094817,16.2519671493778,2.82315110296503e-49,6.54695790263104e-48,100.957940135979
"EBI3",1.93650891829203,3.38503629525771,16.2498272498088,2.89183512693229e-49,6.69827321621859e-48,100.933985618433
"FDX1",-1.06676762466264,4.59755351709212,-16.2423559125335,3.14498173968611e-49,7.27598800345174e-48,100.850359100927
"PTP4A3",1.79003367309411,5.496731197406,16.2408305692523,3.19932139832084e-49,7.3929342691293e-48,100.833287747512
"SLC29A2",-2.02859906618943,2.38780236102643,-16.2335654335629,3.47127842117445e-49,8.01187491694263e-48,100.751986020483
"EPM2A",-1.13335172352504,2.37310717607446,-16.2248526471808,3.82801268093957e-49,8.81437205624137e-48,100.654502219077
"BMP1",1.72422657644901,4.16478538708786,16.224269130631,3.85317130175721e-49,8.86183961063335e-48,100.647974197362
"WIPF1",1.45301599008235,4.87083490587313,16.2141378656427,4.31725288837876e-49,9.90580977435893e-48,100.53464602832
"SLC6A3",5.0569030470547,4.9510562263039,16.1995544086654,5.08487898028022e-49,1.16533953880617e-47,100.371562756212
"ACTRT3",-1.28648016345205,1.60686999237687,-16.1655668053219,7.44437307926341e-49,1.70208215902549e-47,99.9917038379558
"LTB4R",1.75565663887716,2.80180457039437,16.1652657008966,7.46954545844199e-49,1.7058377643559e-47,99.9883399318807
"CYTH4",1.73119372482859,3.36288515416339,16.1350445390477,1.04805876734004e-48,2.39067720929039e-47,99.650834014734
"EPHA1",-1.32986696470982,1.8914646397238,-16.1118448506581,1.35903986428697e-48,3.0928068230092e-47,99.3919069247742
"FKBP11",1.58996207008356,3.55235922141123,16.1086471188601,1.40858032179195e-48,3.20181142376555e-47,99.3562288822278
"PCYT2",-1.26815526151888,3.51197330624359,-16.0996711453212,1.5574794588099e-48,3.53451246109393e-47,99.2560958151546
"PHYKPL",1.49462641723213,4.47732449485067,16.0996085670459,1.55857084373726e-48,3.53451246109393e-47,99.2553977873723
"ADH1B",-3.29403474129354,2.53747116291472,-16.0865178703366,1.80449737146193e-48,4.0874694814892e-47,99.1094008904715
"PACRG",-2.1543437277194,1.55446524421701,-16.0774302494383,1.99763788315776e-48,4.51971364677793e-47,99.0080760793163
"LARS2",-1.38352461278559,3.37746747019782,-16.0621258961083,2.37063980390316e-48,5.35122547401891e-47,98.8374861050847
"OXNAD1",-1.0711839279441,2.38518187698356,-16.0585388000839,2.46767441005606e-48,5.56382127391022e-47,98.7975116169163
"CAB39L",-1.48830024546667,3.29492182821282,-16.0551361960638,2.56337834583881e-48,5.77292931626955e-47,98.7595962920596
"CARMIL1",-1.37586786941615,3.51153634528796,-16.0435360507907,2.91836208844469e-48,6.56479997819341e-47,98.6303588730021
"CADPS2",-1.53185238939504,4.24583097166055,-16.0399576009143,3.03746872837444e-48,6.82485629141553e-47,98.5904986023531
"PML",1.19520065112096,4.64284556968379,16.0351671401291,3.20454378411301e-48,7.19196978383845e-47,98.5371431655699
"PLXNB1",-1.44008332215479,4.4512124396071,-16.0336120065984,3.26072929325703e-48,7.30965556395309e-47,98.5198236493949
"NAP1L2",-2.45525528789383,2.27871243000559,-16.0329355531001,3.2854746995633e-48,7.35667199375235e-47,98.5122901927336
"FXYD5",1.80968021218645,6.0044831580548,16.0282419094089,3.46241216033237e-48,7.74397068382594e-47,98.4600219087926
"CLEC2D",1.66985019787017,2.52460736945403,16.0273988590707,3.49518563223319e-48,7.80831676809208e-47,98.4506343532544
"VAT1L",-2.3673497894285,1.37661190619061,-16.0207446010896,3.76497182971468e-48,8.40140109781754e-47,98.3765444213982
"CROT",-1.17053396391271,3.55523793763121,-16.0079237419774,4.34473985033356e-48,9.68405272012062e-47,98.2338279591003
"MISP3",-1.64766611080058,3.01631698651003,-16.007459667101,4.36731924308037e-48,9.72326794495394e-47,98.2286629046271
"CENPU",1.43837084133349,2.59196134274036,16.003317279602,4.57412439679281e-48,1.01720807423774e-46,98.1825615975784
"DDIT4",2.23693657738775,8.1380884493895,15.9945082265518,5.04696712063048e-48,1.12108200175007e-46,98.0845396633097
"PFKP",2.07818780798083,7.87754045125323,15.9895756396672,5.33272022384918e-48,1.18320867492299e-46,98.029661944728
"CHN2",-1.25681953513909,1.59633996351484,-15.9842817777779,5.65738602850168e-48,1.25381817856668e-46,97.9707721945412
"BATF",2.11807851563103,2.89146569749664,15.9839055303748,5.68119773781688e-48,1.25766628241365e-46,97.9665870492091
"PLA2G7",2.50635406058593,3.00061719383519,15.9750558459375,6.27103849819792e-48,1.38509698562122e-46,97.8681596883721
"CGREF1",2.5986079394051,3.79140871160504,15.9719825351257,6.48986188875254e-48,1.43180742552422e-46,97.8339829045746
"C7",-4.38913611688135,4.82566813659424,-15.9695365698702,6.66944940879079e-48,1.46906282683232e-46,97.8067843616431
"NECTIN4",-1.83628618524119,1.01778657992413,-15.9694782405947,6.673792055445e-48,1.46906282683232e-46,97.8061357740832
"MPP2",-1.24395161888908,0.846360893743784,-15.9673291265111,6.83577720331578e-48,1.50302325587675e-46,97.7822395239827
"MTFP1",1.45901230077402,4.28644575490364,15.9644241614087,7.06098589669368e-48,1.55079288224343e-46,97.7499408792885
"FKBP10",2.6026387672064,6.4506621140408,15.9628651703175,7.18488464433885e-48,1.57622953001733e-46,97.7326082982835
"RASSF4",1.81109849416788,5.54423964546942,15.9574009657277,7.63652254375674e-48,1.67342808057177e-46,97.6718634952319
"SH3BGR",-1.05465958796748,3.20191967216336,-15.9365062484693,9.64062233424132e-48,2.11022511093949e-46,97.4396550849248
"CDT1",1.54817490050585,2.25658270562981,15.923233852525,1.11780757643304e-47,2.44401358331542e-46,97.2922176144185
"SVOPL",-1.01652352177938,0.343873638379301,-15.9220600216206,1.1325293858338e-47,2.47342895990108e-46,97.2791803472195
"RAB37",1.50614750500673,2.81179101554334,15.9104523613264,1.2889396727584e-47,2.81187812503434e-46,97.1502791296396
"VASH1",1.95802828129354,4.31313700934094,15.9057009852001,1.35901892674754e-47,2.96144649478852e-46,97.0975265489011
"WNK3",-1.00662090421445,0.727454773972797,-15.9042103244622,1.38177897056222e-47,3.0076825070173e-46,97.0809776354768
"CD86",1.99418910353543,3.55201384019784,15.9028960777415,1.40216071542527e-47,3.04864441838785e-46,97.0663877307979
"SIGLEC9",1.62160893708059,2.46085629821563,15.8965683241357,1.50457174277636e-47,3.26766845204537e-46,96.996147828773
"GJC1",2.13058676942339,3.39017668088467,15.8896884397268,1.62440370615859e-47,3.52399838500679e-46,96.9197916514713
"PADI2",-2.20656445178705,2.83364510963023,-15.8814000941139,1.78148003541532e-47,3.85618258942341e-46,96.8278210794765
"CDH16",-2.68992885292235,7.43575840519214,-15.8806596020103,1.79623018375111e-47,3.8838001412082e-46,96.8196052275358
"RASSF2",2.04399372250664,4.41947184579061,15.8775642113649,1.85921938691062e-47,4.01554326721127e-46,96.7852631263988
"CALHM6",2.52530916665584,4.31513543568915,15.8670274273961,2.09062318211925e-47,4.5103345045212e-46,96.6683816815795
"CGNL1",-2.44216508115973,4.93449972174653,-15.865759094691,2.12034843610972e-47,4.56940945297767e-46,96.6543145151752
"HOXB5",-1.79870531768846,2.59697965939132,-15.8551922640987,2.38496930735921e-47,5.12834138935245e-46,96.537134415898
"TMEM72",-3.4681210928826,4.0691206518103,-15.8443603091061,2.69045702237063e-47,5.77885278714697e-46,96.4170464471448
"PRELID2",1.35879386866998,2.29576250424012,15.8397827879836,2.83101267575696e-47,6.06738903464703e-46,96.3663077866557
"GRIK3",2.59115183911659,2.52949248486448,15.8309204894562,3.12429373773866e-47,6.67394312892849e-46,96.2680919257899
"GZMB",2.02446876131366,3.17831567193471,15.8286910271892,3.20272741702294e-47,6.83400359017488e-46,96.2433875008713
"TPX2",1.97112825753112,3.13169601453416,15.8251341260813,3.33194855041669e-47,7.10196640205209e-46,96.2039767459985
"ELMO1",1.5934155760702,3.63764133810383,15.818546833781,3.58515626359385e-47,7.63332997913437e-46,96.1309983439113
"CD48",2.08729070952582,3.95595745993928,15.8124812758594,3.83525160054679e-47,8.15691515435812e-46,96.0638107930318
"CHST11",1.66697621802924,4.06351298686876,15.8069909604242,4.07660316064952e-47,8.66078338149757e-46,96.0030040233959
"SHISA3",-3.26031597299789,3.24716179194068,-15.8058706968667,4.12768057046909e-47,8.75975562196504e-46,95.9905978303872
"TRIM2",-2.0856308919962,4.26419629164809,-15.7848028954462,5.21644647636554e-47,1.10462926849682e-45,95.7573511604047
"P2RY1",1.78396932703166,2.57955186339871,15.7793952543245,5.5393939450948e-47,1.17174403591306e-45,95.6975019887728
"KIAA1522",-1.40833796880704,4.97586706589379,-15.7783698839233,5.6028428001706e-47,1.18388129070127e-45,95.6861546105252
"ALDH1A2",-2.49199654354367,1.96062059031709,-15.7774730277833,5.65893351589941e-47,1.19443918139163e-45,95.6762296926926
"NCKAP1L",2.04202277981607,3.48643799990816,15.7752000014273,5.80361409425495e-47,1.22365281816491e-45,95.6510766176365
"IL12RB1",1.57561569726559,2.1627790310985,15.7714149125721,6.05277467341641e-47,1.2748084714432e-45,95.6091944454601
"ENOX1",-1.24909787029899,1.47349335820058,-15.76944116644,6.18690513706073e-47,1.30165276038938e-45,95.5873564610273
"CNGA1",-1.76047711063597,1.31867943908215,-15.7652946902315,6.47842568964775e-47,1.36151655415086e-45,95.5414824664965
"NEK6",2.27287345501081,5.9789303576786,15.7591288373762,6.93745107066384e-47,1.45641666556681e-45,95.4732763369619
"ORAI3",1.17746783391856,4.99336643202369,15.7466998096501,7.96372245522482e-47,1.67006966714247e-45,95.3358201677657
"DEPTOR",-1.55963947921039,5.04209882190352,-15.7435922617921,8.24315827525965e-47,1.72681327435434e-45,95.3014597386588
"IL32",2.33500355228874,7.33442844723628,15.7429881352512,8.29860753196694e-47,1.7365637628321e-45,95.2947801760595
"GMIP",1.45293599100935,3.80193741150135,15.7417052085362,8.41759725459827e-47,1.7595755547313e-45,95.2805957601229
"UNC13D",1.48891663283538,2.38889236026396,15.7362117390267,8.94666188240105e-47,1.86816645281015e-45,95.2198636170301
"MCAM",2.13668479738442,7.00201933972408,15.731514203195,9.42530507120162e-47,1.96600775191064e-45,95.1679375752608
