"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PRR35",-3.67465404038197,0.547767980254738,-58.8743582643878,8.60312290396469e-248,1.67786705996023e-243,556.758468967775
"SLC9A4",-4.71771662469354,0.78936484403126,-55.8959124697172,1.32396575380272e-236,1.29106520482072e-232,531.130840997868
"AQP2",-9.96629676395576,1.79545748180751,-53.5047689264844,2.53132996090369e-227,1.64561760758349e-223,509.85877609252
"ACPP",-4.19512507749023,1.20785229045269,-52.2547465175265,2.32095022815388e-222,1.13163730749213e-218,498.482233230499
"HS6ST2",-4.32503716255646,0.8315553500876,-52.0619717230627,1.37343040683764e-221,5.3572026449109e-218,496.711825053744
"MUC15",-5.49129926967388,0.938058238633203,-51.1802009368336,4.93526169099961e-218,1.60420681265942e-214,488.558862592402
"ATP12A",-3.16393738320166,0.479287420676129,-50.2836101122295,2.23225937877856e-214,5.76176981049198e-211,480.175579245441
"GPC5",-3.06712703494334,0.621537573945837,-50.2775613230737,2.36343939311572e-214,5.76176981049198e-211,480.118699993365
"DUSP9",-5.9592265269903,1.36814761444919,-49.4514606257763,5.99954361771872e-211,1.30010110195965e-207,472.309693027282
"PIK3C2G",-3.04760676981124,0.513764893051187,-49.1827856811182,7.81553131398258e-210,1.52426307216602e-206,469.752393738203
"TMEM207",-4.02061171717281,0.582980695806415,-48.2024562859453,9.82835321973491e-206,1.742567025859e-202,460.347750507673
"TFAP2B",-3.84062857061336,0.689792398994816,-47.24686464733,1.08871302823549e-201,1.76943084913972e-198,451.068188100927
"SLC12A1",-8.03363590734375,1.73116287971443,-47.2148308995007,1.49047757587335e-201,2.23606032017369e-198,450.75518193977
"KCNJ10",-5.19056033512519,1.34360981208128,-46.8907040072888,3.60275581480144e-200,5.01889618971946e-197,447.581010622086
"UMOD",-11.2278223658218,2.21448490733337,-46.039815533302,1.63905611454892e-196,2.13110076013651e-193,439.186698754063
"GP2",-2.69782409530218,0.402507046917712,-45.764120641567,2.55906655813601e-195,3.11934219270791e-192,436.447664975926
"ESRRB",-4.08822657901556,0.931612994893452,-45.6294830637205,9.82669865683857e-195,1.12735355237837e-191,435.106609996415
"RALYL",-3.05783749690135,0.523469935134923,-45.4857299687208,4.14349651251199e-194,4.48947847130674e-191,433.672273254825
"HRG",-4.40143380890873,0.74182408538758,-45.4779205810787,4.48073877609473e-194,4.59936043948292e-191,433.594279301685
"TRPV6",-1.94697428508389,0.376385951177383,-45.3649469972415,1.39098232674882e-193,1.35641641592911e-190,432.465139923979
"KNG1",-8.45418444477712,1.74331846624266,-45.2293302319592,5.43005136499407e-193,5.04296627483235e-190,431.107589237713
"TMEM238L",-3.32929050715845,0.56783173902205,-44.9136413172297,1.30462768920239e-191,1.15655244647792e-188,427.938598562745
"FXYD4",-8.23403235027232,1.68950098852572,-44.3155617895689,5.57111628031212e-189,4.72406438325771e-186,421.900729603398
"NELL1",-4.0340028862407,0.737377064404629,-43.9009990339114,3.80713987324838e-187,3.09377703949847e-184,417.689243485967
"CA10",-3.11943140957782,0.540831100612539,-43.2696736940982,2.46846847803337e-184,1.88980206811769e-181,411.234222506278
"IRX2",-3.72638643553357,1.1007077353681,-43.2676918998639,2.51934849874685e-184,1.88980206811769e-181,411.213880595556
"ELF5",-3.83941604462292,0.603944607645735,-42.9297547474765,8.22877282404515e-183,5.94391690323528e-180,407.737928122354
"NRK",-3.49127389337097,0.759148845802266,-41.6388945901741,5.70035018579141e-177,3.97049748833893e-174,394.327850186922
"KCNJ1",-6.91593428020929,1.79012797865452,-41.5187592154333,2.01406629714822e-176,1.35449431011316e-173,393.069132035362
"CLDN16",-5.13194694712448,1.40223784483287,-40.9299032550135,1.00544458837092e-173,6.53639526899932e-171,386.873061477172
"TYRP1",-3.30898344755598,0.601371329677378,-40.6871046642513,1.31951400851801e-172,8.30144571229894e-170,384.305552713128
"OVCH2",-3.14510522947364,0.729726877884997,-38.4685165357749,3.05251907647157e-162,1.86041498588828e-159,360.501995012139
"ACOT12",-1.70047424087546,0.334432582372118,-38.3151219946671,1.62572934659436e-161,9.60806043837268e-159,358.833500563324
"RANBP3L",-4.39835028493918,1.29835708744141,-38.2380411698022,3.77167593326792e-161,2.16349987430954e-158,357.993981431428
"IRX1",-3.73396208448224,1.09691655399764,-38.1997888648338,5.72834485632826e-161,3.191997420942e-158,357.577086901908
"CASR",-5.00787156167199,1.40974749037606,-37.8811676700302,1.87419355532725e-159,1.01534435859854e-156,354.097559115146
"MFSD4A",-4.50218247326936,3.16356406321731,-37.3792253874418,4.67821047082703e-157,2.46592267060918e-154,348.590730841956
"PTGER1",-3.7366735382765,0.934138165487652,-37.1728833761541,4.56484513460036e-156,2.34284670158186e-153,346.318003167023
"COL4A6",-2.60274976385614,0.594276290346591,-37.0883551898007,1.16241036698904e-155,5.81294599676598e-153,345.385480535878
"FAM3B",-3.59649040505203,1.03199893624509,-36.926435462872,6.98233702251049e-155,3.40441297375055e-152,343.596742978449
"KCTD8",-1.12261110287649,0.235374877222141,-36.9026875336898,9.08480516684554e-155,4.32148671143875e-152,343.334130645802
"CLDN8",-6.75700854964009,1.37411817543814,-36.499447168452,8.01452277777799e-153,3.72160089845248e-150,338.864563012826
"ERVMER34-1",-3.08981938177389,0.789085145491041,-36.4660716393185,1.16221847808195e-152,5.27133650651914e-150,338.493746525745
"CLUL1",-2.00489035709874,0.780698984871489,-35.4943187516479,6.16620113888132e-148,2.73316865480914e-145,327.638922724945
"SIM2",-2.89980976174423,1.01302658758898,-35.47228357163,7.9015742363495e-148,3.42454227403387e-145,327.391487324751
"CLDN19",-5.03866539353973,1.54372473822406,-35.386999397,2.0642759340791e-147,8.75208120485752e-145,326.433286185245
"GGT6",-5.38195453959186,1.45159802523587,-35.1042038265159,5.01545741916544e-146,2.08120140523369e-143,323.249894064729
"TPPP2",-1.02459415648163,0.220874363297041,-34.9926605885959,1.76976194711853e-145,7.19076401138596e-143,321.991712564271
"EHF",-4.5940392088031,1.23605853944199,-34.7278381252177,3.55225457398269e-144,1.41386981543642e-141,318.998829412143
"NAT8L",-3.97358116580751,1.0234392409424,-34.3553801990991,2.44562844554237e-142,9.53941831468255e-140,314.775931638008
"SCNN1G",-6.31644333855733,1.61826710353691,-34.2338014585947,9.7676541488082e-142,3.73526586008248e-139,313.394076756492
"BRINP3",-1.70928771534278,0.295661073604842,-34.1815455466042,1.77214724255353e-141,6.64657455221569e-139,312.799628459239
"C4orf54",-1.57799260038918,0.224738106810308,-33.9869698889304,1.63294734070439e-140,6.00893811052031e-138,310.583499869009
"MCCD1",-4.77358802823745,1.24811851629915,-33.9532336043336,2.40094432439922e-140,8.67141058495517e-138,310.198828798408
"PLPPR1",-3.87567282724142,0.945675711163044,-33.920855968209,3.47617361792232e-140,1.23265116491526e-137,309.829530332671
"GABRA2",-2.51534028134675,0.44545872346633,-33.8108287310254,1.22360646307085e-139,4.26142800879834e-137,308.573692859312
"ADH1C",-4.24989186932417,1.22470875892983,-33.2478730263285,7.8167022200747e-137,2.67454637540556e-134,302.127367416343
"ADGRF3",-1.72973280759902,0.643077642159755,-33.0582092356155,6.94264039803902e-136,2.33452268418888e-133,299.947812724204
"SPAG4",3.75214750048434,5.27706273572704,33.0155010947241,1.13588989041742e-135,3.7547899208154e-133,299.456493225836
"BSND",-4.82048103595237,0.925165512258337,-32.9078799856023,3.93094431268547e-135,1.27775344883841e-132,298.217545913016
"SFRP1",-6.00937209558154,2.65343713318092,-32.7253828852017,3.23581637685024e-134,1.03455945570017e-131,296.113814491481
"TNNI1",-2.05792702955374,0.599849271586911,-32.6053526560707,1.29698372667529e-133,4.07985058408841e-131,294.728260521365
"CLCNKA",-5.79642428064852,1.68518225418059,-32.5210875222198,3.44044088820764e-133,1.06506220067799e-130,293.754658317148
"NHLRC4",-2.70589599450081,1.66847148114698,-32.2577917384865,7.28610271662815e-132,2.22032595753748e-129,290.707798124771
"CALB1",-5.08630376563099,1.02741061268422,-32.155960407439,2.3774578199242e-131,7.13347074799719e-129,289.527499930446
"EGF",-5.36343347392753,2.28138726304751,-31.7156957718133,3.99877768170557e-129,1.181638804944e-126,284.412489779719
"ADGRF1",-4.14238863223437,0.993332170108047,-31.6252112514415,1.14925472607006e-128,3.34536043620065e-126,283.358850873204
"UNCX",-1.31024659788306,0.178335316518309,-31.445081024043,9.42270269499219e-128,2.70251427441813e-125,281.258957835389
"TMPRSS2",-4.87900183339065,1.41642489616597,-31.4364857678125,1.04186473643593e-127,2.94485332676957e-125,281.158678691175
"RASL11B",-4.07976566369338,1.64139577328978,-31.3348783009103,3.41884440896065e-127,9.52538892970852e-125,279.972704852925
"SLC2A12",-2.67060044723391,0.958344906622681,-31.2339906964442,1.11356401701373e-126,3.05885056673505e-124,278.79415386075
"PRDM16",-2.76683862057759,1.13546783733553,-31.2072082779707,1.52379729248505e-126,4.12758591601887e-124,278.481123456652
"RBP2",-1.91038082001519,0.605787187491254,-31.1877448705182,1.91396566028572e-126,5.11343455788388e-124,278.253594233824
"HELT",-1.0085875464613,0.15855439416187,-31.1518282152062,2.91525586390324e-126,7.68327501536553e-124,277.83363062865
"EPB41L4B",-2.89205136960663,0.829374207324188,-31.1395021618477,3.36824234067455e-126,8.7587773826901e-124,277.689477344832
"SCNN1B",-4.93192979356281,1.70053914183737,-31.0150070289733,1.44977252671373e-125,3.72038336690761e-123,276.232704078134
"EPN3",-3.20571182259231,0.86572152334835,-30.9422378503324,3.40496263945507e-125,8.62428394250548e-123,275.380527526031
"CA9",7.33746828947451,7.19964782249992,30.9008641350795,5.53397183675384e-125,1.38370580425911e-122,274.895793634293
"SERPINA5",-5.99298320231286,2.54704910189624,-30.8259021210903,1.33465947239597e-124,3.29491945444791e-122,274.017136407553
"MAPK4",-2.57365689176323,0.564726069699253,-30.8014447565246,1.77893642909363e-124,4.33682464707663e-122,273.730350689181
"ERBB4",-3.18139847330753,0.887189074294383,-30.6486376261242,1.07243700532406e-123,2.58218998948581e-121,271.93730425555
"PRR15",-3.72510559973756,1.81743695141278,-30.6398909745639,1.18866307663035e-123,2.82713365652703e-121,271.834606367117
"ARMH4",-2.89987575813767,1.64497025929633,-30.5184158503853,4.96579487175335e-123,1.16684213715428e-120,270.407605922165
"HYKK",-1.34804001964841,1.34360219181066,-30.4824373103309,7.58588186443402e-123,1.7612792143102e-120,269.98470243649
"TMEM213",-6.61111538618774,1.5981742143512,-30.2736753498101,8.88647925056839e-122,2.03897652733924e-119,267.528581462211
"CLCNKB",-6.53459421746833,2.07596113051557,-30.1062283542656,6.41418922335055e-121,1.45460386538379e-118,265.55578329324
"TNNC1",-3.01187721090653,1.24789949053343,-30.0332869475741,1.51845182732545e-120,3.40395011360095e-118,264.695659555284
"FRMD7",-1.96291897714603,0.347150466116181,-29.9322493275455,5.0135458498153e-120,1.11112709896532e-117,263.503477674827
"WNT9B",-2.24827745189896,0.733766156777343,-29.7476168128429,4.45696787263151e-119,9.76676903594746e-117,261.322711735415
"KLHL14",-2.79858307377286,1.17950342645041,-29.6947005878341,8.34106522416912e-119,1.80750883407745e-116,260.697176373169
"SLC4A1",-5.88023325666214,1.59151905404687,-29.6126308730824,2.20574541349606e-118,4.72732448345204e-116,259.726556743136
"SLC4A9",-3.26500551609058,0.755280495343905,-29.5501364128004,4.62714922324802e-118,9.80905340228327e-116,258.98708186734
"KLRG2",-2.9746272864515,0.645779847423687,-29.4898281737682,9.46117699078801e-118,1.96299292395041e-115,258.273177170356
"TMEM52B",-5.094750170273,2.09589776116114,-29.2970342317162,9.32862444447931e-117,1.91511750042821e-114,255.989017979355
"CCDC181",-2.06167792891291,0.914363171957454,-29.2837303854399,1.09256452524026e-116,2.21961311830841e-114,255.831290488184
"NOS1AP",-1.23498469813605,0.513193565131978,-29.267556807393,1.32400156026569e-116,2.66206210617131e-114,255.639521503177
"FGF9",-3.97249037807657,0.915325091769572,-29.2420827233237,1.7919678089139e-116,3.56619879359672e-114,255.337435817202
"SPTBN2",-4.86361136905834,1.91306222059044,-29.1866798910785,3.46157816180234e-116,6.81930897875062e-114,254.680265116053
"GAL3ST3",-2.57524482712228,0.63990236415456,-29.0129265198414,2.73342771597561e-115,5.33100407446724e-113,252.617734195444
"GRHL2",-3.18114166004755,0.788900980151486,-28.9828660823856,3.90903742036147e-115,7.5483125553772e-113,252.260671529828
"F11",-3.57983541505934,1.21645698617438,-28.9600064221587,5.13139822151248e-115,9.81153524648606e-113,251.989095577836
"PCDH9",-1.39555717777841,0.453983845997609,-28.9212524766228,8.13955705242521e-115,1.54122117663543e-112,251.52860434604
"SLC12A3",-5.64451412750244,1.37010326519577,-28.8065438262682,3.19115481025468e-114,5.98433579465356e-112,250.164936086216
"NOS1",-1.77822785562042,0.460308119040094,-28.6861538533237,1.34007808820344e-113,2.48909932897444e-111,248.732696398395
"NR0B2",-4.38270344220675,0.964576407227839,-28.6646155585143,1.73247857470985e-113,3.18759713609115e-111,248.47635249323
"SMIM5",-3.33267963976832,1.37596742650319,-28.6517802888121,2.01903183924859e-113,3.68011008980049e-111,248.323574281549
"MFSD6L",-2.4716300045158,0.700728087011965,-28.5934244604504,4.04984646737961e-113,7.31334774567634e-111,247.628817387143
"FAM83B",-2.70617529180232,0.687612090329288,-28.5414723069035,7.52747535353454e-113,1.34686561302738e-110,247.010097501904
"SOST",-3.15881070618122,0.575701065429741,-28.4912911780989,1.37012652903321e-112,2.42923433597588e-110,246.412290295147
"WNK4",-3.75541807511173,2.18376497424317,-28.4871053399217,1.44032729421424e-112,2.53069398369913e-110,246.362416542894
"EDDM3A",-1.23509196859042,0.235286382728706,-28.4377265159577,2.59713215484818e-112,4.52248825142893e-110,245.773982454673
"COL26A1",-2.68158759843122,0.660176897531708,-28.4235942817481,3.07456835460352e-112,5.3064873114896e-110,245.605541539297
"TMEM45B",-3.77423843790241,2.13598884911657,-28.3431584967107,8.03598089191914e-112,1.37478715206227e-109,244.646574383187
"FOLR3",-2.84605062444069,0.865676583277192,-28.3173468961237,1.09389361853641e-111,1.85514845585353e-109,244.338751706778
"TMPRSS4",-2.65864391855917,0.673106961741558,-28.2678751659383,1.97577685726548e-111,3.32186000407316e-109,243.748639081768
"LRRC2",-2.67529976609417,0.992518978275366,-28.25976587008,2.17687086476029e-111,3.62867627995042e-109,243.651893517473
"FAM169A",-2.32444108719515,0.774715572783933,-28.1265566991964,1.07048944001298e-110,1.76930131767569e-108,242.062058327613
"ITLN1",-2.14820444548284,0.654373750305747,-28.111687839381,1.27887206302868e-110,2.09595309623936e-108,241.884528192107
"SLC26A7",-4.50778093709588,1.31025115851439,-28.1052133175245,1.38186182429313e-110,2.24587092993241e-108,241.807219682357
"SLC13A2",-4.06199947651862,1.07023086498084,-28.092241303358,1.61384769240704e-110,2.60122905330699e-108,241.652320220624
"FAM167A",-3.10636276898259,1.48948242440192,-28.0246715224479,3.62248845816939e-110,5.79093380325226e-108,240.845290939128
"PLA2G4F",-3.68320581437324,0.81770579170096,-27.9862795833845,5.73558212849597e-110,9.09439497984203e-108,240.386621393705
"MYO3B",-3.08656874960235,0.973297584890022,-27.9620434101408,7.66626522618897e-110,1.20576750569648e-107,240.097023084599
"USP44",-1.17071984088492,0.441997210368836,-27.9281286211584,1.15063420810565e-109,1.79526551685476e-107,239.691712803657
"NDUFA4L2",6.53054070851017,9.32907583394227,27.791563518736,5.90712902642922e-109,9.14339185733723e-107,238.058921445338
"CHL1",-3.19587645536372,1.30993009627971,-27.7869030637138,6.24640115558872e-109,9.59240643601944e-107,238.003180188596
"CHGB",-3.32421958829453,1.12219880126587,-27.6122328583916,5.07035183565815e-108,7.72555248834695e-106,235.913100873429
"SLC15A2",-2.73089044975652,1.6725862980803,-27.5296659235586,1.36517831879184e-107,2.06395912801529e-105,234.924490657391
"ATP6V0A4",-6.17964949834907,1.64094792108554,-27.4880746884356,2.24870853153385e-107,3.37358173003883e-105,234.42635173672
"MRAP2",-2.41568342384501,0.905175833199428,-27.3051626893812,2.02135527978968e-106,3.00935053601054e-104,232.234456610404
"SLC9A2",-3.03475102291984,0.853325843315318,-27.196680495478,7.44131153113056e-106,1.09945377872454e-103,230.933613122072
"TREM2",3.95431025084269,5.21221080256879,27.1929448838559,7.78296274112449e-106,1.14128663413647e-103,230.888807055831
"VTCN1",-4.38312148564648,1.42218081776193,-27.1536211806139,1.24849703432598e-105,1.81712221346714e-103,230.417101933195
"PROM2",-4.72752070736172,2.00524178799309,-27.0811289945498,2.98427465905134e-105,4.3112821241095e-103,229.54731484176
"ENPP6",-2.72393373545431,0.882423045278994,-26.8852252331176,3.14884628575255e-104,4.48262402270307e-102,227.195458325484
"FAM81A",-2.02839128392988,1.54481109531739,-26.8531626578394,4.63138007881116e-104,6.54534823746768e-102,226.810361776187
"PRRG2",-2.85733467237078,1.83530414590826,-26.8422512455919,5.28126997707575e-104,7.41011570956175e-102,226.679295914895
"NOL3",3.24406552025297,6.17934739860725,26.8321845151182,5.96147647206762e-104,8.30476254533819e-102,226.558371159094
"ADGRV1",-1.20017020395413,0.507670320589924,-26.8288585309911,6.20494756231706e-104,8.5826306601326e-102,226.51841732033
"OXGR1",-2.53464437810492,0.647009323382821,-26.7852688958159,1.04856165241145e-103,1.4401477399282e-101,225.99474232186
"ATP1A1",-2.77001470043355,8.3143572236398,-26.7732036808518,1.21246529686692e-103,1.65361613180388e-101,225.849777995742
"ENTPD3",-1.4947597707201,0.490010589522243,-26.7573845115188,1.46681164655143e-103,1.98661302379809e-101,225.659699337616
"KSR2",-1.40089230473995,0.476580737317708,-26.7228067418365,2.22417989206218e-103,2.99159865068199e-101,225.244182104804
"CEL",-2.53975987477024,0.906664837799635,-26.6437283380037,5.76413868743542e-103,7.69986279596253e-101,224.293699430816
"PAPPA",-2.60551228391116,1.33935812915869,-26.6265340517268,7.0904453728876e-103,9.40713987125352e-101,224.086995303414
"OVOL2",-1.83487214525248,0.475157831470611,-26.6169884852445,7.95438349414404e-103,1.04820500869116e-100,223.972235895421
"ATP6V1B1",-5.44499711546586,2.11824292102923,-26.5721181328888,1.36567610185107e-102,1.78756919559741e-100,223.432738110012
"AC007906.2",-3.76059202737669,2.31903485860327,-26.5697865144028,1.40458081480074e-102,1.82623597540393e-100,223.404701516578
"RHCG",-6.2266870098169,1.6444113595688,-26.5188217701811,2.59549392261718e-102,3.35231244852999e-100,222.791815743975
"AQP6",-4.56362886020771,1.00947242942015,-26.4734174764814,4.48579483855419e-102,5.75568794317911e-100,222.245703941583
"GPC3",-4.31225822080204,3.08945955965244,-26.4651017850981,4.9586448361978e-102,6.32081374120038e-100,222.145675326214
"SYT7",-3.04890605888213,1.20184964255025,-26.416067062351,8.95431267782142e-102,1.13399974126981e-99,221.555782502449
"DDN",-3.06298612717478,0.656390687800457,-26.3877090692998,1.26034773868847e-101,1.58584270629944e-99,221.21458727104
"VGLL1",-2.73028257948411,0.465563852949087,-26.3176060756393,2.93461519251291e-101,3.66883333971662e-99,220.370987331768
"FREM1",-2.88725852469136,1.18435430686335,-26.2177973583508,9.77911097039334e-101,1.21478981691453e-98,219.169579695497
"SEMG2",-1.32526715539587,0.179018120438697,-26.213725810276,1.02713542683413e-100,1.26786216642696e-98,219.120561840505
"BMP7",-2.7876201107423,0.719072954360308,-26.1904837838528,1.35951401667149e-100,1.66758502309082e-98,218.840736178152
"HSPA2",-3.49804526220657,3.48651731056235,-26.1151181523714,3.37486460258419e-100,4.11374902151247e-98,217.933221126404
"GCGR",-3.3862565403002,0.762753040397829,-26.0901084543304,4.56365881089799e-100,5.52826321670457e-98,217.632020492976
"LHX1",-2.70138626297836,0.712891912948255,-26.0449910668589,7.86618595673226e-100,9.47001387124378e-98,217.088598578959
"APOC1",4.75373867207965,6.60018496889911,25.9867309899921,1.58906006255815e-99,1.9013152392682e-97,216.386771005011
"C1orf226",-2.48822921631476,1.78943750419649,-25.8900609876284,5.10456883769682e-99,6.03360036615764e-97,215.221982152016
"KLK6",-3.05397528882823,0.683543023847314,-25.8847158256254,5.44485783104889e-99,6.39705194451485e-97,215.157568488619
"PROX1",-2.82829486734082,1.01496654537566,-25.7488572936896,2.80866348634647e-98,3.26055737941757e-96,213.520050772372
"ATP6V1G3",-4.95707807113309,1.09996336325218,-25.7347334287221,3.33109672446789e-98,3.84416446256196e-96,213.349781083709
"SLC4A11",-3.02552716799566,1.50306976960259,-25.7209523021676,3.93440895386673e-98,4.51369281336841e-96,213.183637413767
"CNTN1",-3.05304812953658,1.12333608138448,-25.7092770713737,4.53029770976167e-98,5.16692375634396e-96,213.042877691583
"DMRT2",-4.3832770302974,1.01810555138228,-25.7001420054486,5.05882618713432e-98,5.70302237732258e-96,212.932740027953
"FAM222A",-2.39992789312567,1.69746058236405,-25.6925465661653,5.54493742614364e-98,6.21511003575169e-96,212.841163101533
"SCN2A",-1.55114678809995,0.477515826057777,-25.6150092764814,1.41485622537267e-97,1.57679662648247e-95,211.906212383557
"TAGLN3",-2.33089355180894,0.656038540854426,-25.5754558909867,2.28174252332194e-97,2.52845593365612e-95,211.429208341072
"TMEM178A",-3.00334561842135,2.1459811288554,-25.547740506694,3.18943007906099e-97,3.51431948202975e-95,211.094941782739
"TNNT2",-2.02767982746536,0.450438503683501,-25.5295357598252,3.97423985616762e-97,4.35447190532792e-95,210.875368641382
"MPP7",-2.7498505220623,2.29891593144078,-25.4665064927758,8.51275940202199e-97,9.27510316299636e-95,210.115084759714
"TCF21",-3.05136355589176,1.95972035644532,-25.4303436972909,1.3179395116531e-96,1.42798746087613e-94,209.678828308792
"NPHS2",-5.06872319449563,1.07021047197428,-25.4177915309645,1.53386632396943e-96,1.64368103936131e-94,209.527395236083
"LMO3",-1.64622170061735,0.61630926917763,-25.3914943997465,2.10784533815876e-96,2.2464102530115e-94,209.21012611648
"ALDH3B2",-1.29617423935367,0.289695839587675,-25.3295694095707,4.45608812696225e-96,4.72321123587743e-94,208.462948423364
"SUSD4",-3.38828288389533,1.57745549877903,-25.320235894584,4.98838018275993e-96,5.25883128131713e-94,208.35032374856
"HILPDA",4.73085663946318,7.27481031243369,25.2525555394902,1.13068799466628e-95,1.17924106737842e-93,207.533586014104
"SLC52A3",-2.90024806064876,1.83081926774207,-25.1424692772792,4.28045497944289e-95,4.44051667362099e-93,206.204899223353
"CCNI2",-1.57585841952877,0.787274994936438,-25.103929223243,6.82211858579498e-95,7.03977665496082e-93,205.739681335702
"MTURN",-2.9842358212384,4.10391995284174,-25.0681412711696,1.05173127679191e-94,1.07392225608757e-92,205.307658476006
"NUPR2",-3.72867599447945,0.969427317912607,-25.0635109964114,1.11231372825199e-94,1.12986742927597e-92,205.251761242248
"TFCP2L1",-4.93427224067237,2.32171096539456,-25.0302337881884,1.66354788811801e-94,1.68104530891013e-92,204.850023206994
"RNF150",-2.87580486697156,1.96286710786443,-24.9716106673288,3.38071808186802e-94,3.39866725518928e-92,204.142249623179
"RAB25",-4.79904333527297,1.66948658420425,-24.9711598049719,3.39920723092135e-94,3.39973018587995e-92,204.136806005125
"KLK7",-2.4696069265289,0.473988650003129,-24.9685062614758,3.51009228710837e-94,3.49272091201401e-92,204.104767605255
"STC2",4.09503117275858,5.24003169228074,24.9366432433084,5.16084747317464e-94,5.10923899844289e-92,203.720050223126
"CCSER1",-1.42699061370052,0.784590691663637,-24.9259748530953,5.87181631373314e-94,5.78373906902715e-92,203.591235277669
"INPP5J",-3.79876551993577,1.59055742906458,-24.796819201726,2.8016551693483e-93,2.74576285265326e-91,202.031614428933
"FOXI1",-5.0698501742623,1.15514074544386,-24.7752704661376,3.63623463589403e-93,3.54587420519207e-91,201.771379330335
"GRM1",-1.50561755397672,0.36279530967847,-24.7576387698304,4.50098312161164e-93,4.36729720501452e-91,201.558444150725
"PPP1R1B",-1.82585869144987,0.46821088675261,-24.6911509423329,1.00628319790756e-92,9.71561445979761e-91,200.755446485326
"HEPACAM2",-4.33927975130424,0.97477093611797,-24.6257053161952,2.22166531868725e-92,2.13444033055948e-90,199.964986314626
"TSPAN8",-4.39012010084375,1.82783519151538,-24.623241503169,2.28890595188141e-92,2.18826141076192e-90,199.93522719628
"NIPAL1",-2.47206200112321,1.31053993644502,-24.5649492825681,4.63455783220866e-92,4.38775637871677e-90,199.231128405228
"MYLK3",-1.24113510150132,0.381261147238639,-24.5474939774778,5.72473207645345e-92,5.39369322159767e-90,199.020283521742
"GATA3",-3.55285636398897,2.85991121995434,-24.4836203355779,1.24019982127092e-91,1.15730225427018e-89,198.248723864075
"WNT8B",-1.02743083722203,0.294835355959873,-24.4510493704905,1.83949562950373e-91,1.70836586962911e-89,197.85527197781
"NEXMIF",-1.38381470673726,0.456167072843152,-24.3997344736178,3.42325199236932e-91,3.16415562119331e-89,197.235382250229
"CACNA2D2",-1.45469701023748,1.10126294944518,-24.3926339409714,3.7304728512792e-91,3.43185905747633e-89,197.149605771297
"ANGPTL4",5.52766449474055,8.71720563974319,24.3486911597734,6.34977905579213e-91,5.81407234390206e-89,196.618758355652
"SCARB1",3.7148582773132,5.80329834434181,24.3337660847465,7.60705498744393e-91,6.93272866449154e-89,196.438454983921
"TMEM61",-3.58682324525606,1.0976057667331,-24.2181701217042,3.08243728416543e-90,2.79612903967807e-88,195.041962327206
"ATP6V0D2",-5.44523445873154,1.84865902207613,-24.193047391729,4.17796460641123e-90,3.77235387587214e-88,194.738454793608
"SRARP",-1.22968328524114,0.274470358509224,-24.1003599444396,1.28300381486215e-89,1.15310706918233e-87,193.618692748269
"S100A2",-3.75507361724414,3.14625836925604,-24.0913911914425,1.43013608478206e-89,1.27944697529837e-87,193.510340691577
"LIPH",-3.39229327695165,1.47192470189953,-24.0787678247505,1.66624695562383e-89,1.48387280253569e-87,193.357837109844
"CYP2B6",-2.49062006924756,0.608149014602356,-24.0782495829048,1.67673259080908e-89,1.48642344175225e-87,193.351576204551
"FER1L6",-1.63905958958334,0.41864074140312,-24.0100945714106,3.82612587463977e-89,3.36130328527475e-87,192.528195350325
"CXCR4",3.01023368400066,7.5180610643499,23.979638488226,5.53182016828804e-89,4.8379860422476e-87,192.160258436548
"GRIK5",-2.72588410203621,1.08066281718128,-23.9441793769882,8.49721909855981e-89,7.39827071782196e-87,191.731883954471
"LYPD6B",-2.67146318238951,0.734473309857198,-23.8821050509482,1.80134862543042e-88,1.56140898852309e-86,190.981988203782
"TJP3",-2.70173370503386,1.31967095313237,-23.8406541153813,2.9750821439405e-88,2.56739057757839e-86,190.481246129341
"RASSF10",-2.37550795517806,1.19129523619738,-23.8065534375997,4.49529413659386e-88,3.86219037647533e-86,190.069305381469
"DDB2",1.90454524360827,4.7330512463235,23.7852596080325,5.816921778199e-88,4.97576427369364e-86,189.812076960469
"MYBPH",-1.14433285673225,0.384407351720392,-23.7328040978414,1.09756480683115e-87,9.34751372385495e-86,189.178431219922
"AKAP3",-1.42579827181254,1.07750715719546,-23.7019069221232,1.59529043947083e-87,1.35273693221737e-85,188.805213718486
"SPTB",-1.21217633691742,0.613345690637892,-23.6978324941464,1.67593264364892e-87,1.41496598913787e-85,188.755997941045
"TMEM30B",-3.55165550858355,2.26688291673207,-23.6421485578699,3.28811520203513e-87,2.75227943284511e-85,188.083396958364
"PPP2R2B",-1.17587686592895,0.754122153519369,-23.6373560372454,3.48447451277527e-87,2.9041754881477e-85,188.025509992349
"SRGAP3",-1.48648708739895,1.00171046781151,-23.6319982061472,3.7179094655998e-87,3.08554843862098e-85,187.96079514673
"GABRD",3.79512921286015,3.79795597191781,23.6242007582997,4.08585624502528e-87,3.37654467570882e-85,187.866613801302
"ESRP1",-3.55783714247754,1.20140424597682,-23.5916901663358,6.05563366700949e-87,4.98324993281376e-85,187.473942268894
"EYA4",-1.99766438429533,0.930787946994338,-23.5796132394047,7.0086603985023e-87,5.74327326689035e-85,187.328076978716
